ticket,found_product,found_price,found_pack,availability,reachable,note
"B3247E92CE","Hillshire Farm Beef Smoked Sausage Bundle Pack 48 oz.","3.7600","48 oz","sold","yes","$11.28 / 3 lb; club 13130 L St, pickup IN_STOCK; Lit'l Smokies 3 lb $9.97 (3.32/lb) excluded as cocktail links; Hillshire turkey polska kielbasa 42 oz $7.57 = 2.88/lb is turkey (see C08FB10291)"
"C08FB10291","Hillshire Farm Turkey Polska Kielbasa Smoked Sausage, 14 oz., 3 pk.","2.8838","42 oz (3x14 oz)","sold","yes","$7.57 / 42 oz; club 13130 L St, pickup IN_STOCK"
"A49493444F","Taylor Farms Ultimate Caesar Salad Kit, 16.9 oz.","0.2036","16.9 oz","sold","yes","$3.44 / 16.9 oz; club 13130 L St, pickup IN_STOCK; Earthbound Organic Caesar kit 16.9 oz $5.25 dearer"
"5EE49EC63C","Scotch-Brite Heavy Duty Scrub Sponges, Individually Wrapped 24 ct.","0.6433","24 ct","sold","yes","$15.44 / 24; club 13130 L St, pickup IN_STOCK; Zero Scratch 24 ct same price but pickup NOT_AVAILABLE; Scrub Daddy 12 ct $8.98 = 0.75"
"FE9B05717A","Ro-Tel Diced Tomatoes & Green Chilies 10 oz., 8 ct.","0.0998","80 oz (8x10 oz)","sold","yes","$7.98 / 80 oz; club 13130 L St, pickup IN_STOCK"
"629394893B","Ore-Ida Crispy Crinkles French Fries, Frozen 8 lbs.","0.0670","8 lb (128 oz)","sold","yes","$8.58 / 128 oz; club 13130 L St, pickup IN_STOCK; Member's Mark waffle fries 4 lb $6.98 = 0.109/oz"
"CCF78E223A","Rising Star Baking Supply Pure Vanilla Extract, 8 fl. oz.","1.1225","8 fl oz","sold","yes","$8.98 / 8 fl oz; club 13130 L St, pickup IN_STOCK (rendered page: Pickup as soon as today); McCormick Pure 8 fl oz $10.48 shipping-only; imitation (McCormick 32 fl oz $6.22) and Molina Mexican vanilla blend excluded as not pure extract"
"3935B69A6A","Grape Tomatoes, 2 lbs.","0.1772","2 lb (32 oz)","sold","yes","$5.67 / 32 oz; club 13130 L St, pickup IN_STOCK; Cocktail Tomatoes on the Vine 2 lb $5.47 excluded (cocktail size, not cherry/grape); Flavor Bombs cherry on vine 1.5 lb $6.97"
"83276F1BE3","Fleischmann's Instant Dry Yeast, 16 oz., 2 pk.","0.2150","32 oz (2x16 oz)","sold","yes","$6.88 / 32 oz; club 13130 L St, pickup IN_STOCK; Member's Mark instant yeast 2x1 lb $6.98 shipping-only"
"C411FA437F","Nestle La Lechera Sweetened Condensed Milk, 14 oz., 6 pk.","0.1605","84 oz (6x14 oz)","sold","yes","$13.48 / 84 oz; club 13130 L St, pickup IN_STOCK; Magnolia 6x14 oz $11.98 (0.1426) and Eagle Brand 4x14 oz $9.48 are shipping-only (pickup NOT_AVAILABLE)"
"3A9056BEA0","State Fair Classic Corn Dogs, Frozen, 30 ct.","0.3823","30 ct","sold","yes","$11.47 / 30; club 13130 L St, pickup IN_STOCK; only corn dog found"
"94EC5372FE","Member's Mark Part-Skim Mozzarella Cheese 5 lbs.","0.1521","5 lb (80 oz) block","sold","yes","$12.17 / 80 oz; low-moisture mozzarella BLOCK (page: block can be cut into chunks); club 13130 L St, pickup IN_STOCK. If board means cheddar-type: MM Colby & Monterey Jack chunk 2 lb $5.48 = 0.1713/oz; MM Sharp Cheddar block 2 lb $5.73 = 0.1791/oz, both pickup IN_STOCK"
"FA0677E12C","Member's Mark Organic Ground Ginger, 7 oz.","0.7971","7 oz","sold","yes","$5.58 / 7 oz; club 13130 L St, pickup IN_STOCK; only ground ginger found"
"C79898AAF4","","","","not-sold","yes","Not available for pickup at Omaha club 13130 L St: Member's Mark White Sesame Seed 20.5 oz $8.98 and Black Sesame Seed 22 oz $8.98 are shipping-only (pickup NOT_AVAILABLE)"
"40F00907A9","HappyTOT Organics Love My Veggies, Variety Pack, Stage 4 Pouch, 4.22 oz., 12 ct.","0.2958","50.64 oz (12x4.22 oz)","sold","yes","$14.98 / 50.64 oz; club 13130 L St, pickup IN_STOCK; Stage 4 toddler pouch. Cheapest infant option at club: HappyBABY Clearly Crafted Fruit & Oat 12x4 oz $14.98 = 0.3121, pickup IN_STOCK. Gerber 2nd Foods 30x4 oz $23.98 (0.1998) and Beech-Nut Stage 2 pouches $14.48 are shipping-only (pickup NOT_AVAILABLE)"
"73C99559FC","Member's Mark Lemon Pepper Seasoning, 31 oz.","0.2510","31 oz","sold","yes","$7.78 / 31 oz; club 13130 L St, pickup IN_STOCK"
"265B906871","Fareway Honey Graham Crackers","0.2417","14.4 oz (3 inner packs)","sold","yes","$3.48 sale (reg $3.98); page lists 3 ct, box image reads NET WT 14.4 OZ (408g); Pickup - Omaha 17070 Audrey St; next cheapest Honey Maid Family Size 19.2 oz $6.48 = 0.3375/oz"
"0A882B45BA","Clorox Toilet Bowl Cleaner, Clinging Bleach Gel, Ocean Mist","0.1238","24 fl oz","sold","yes","$2.97 sale (reg $3.99), page shows $0.12/fl oz; Pickup - Omaha; 2x24 fl oz $6.18 = 0.1288, Lysol 24 fl oz $2.99"
"43324A670C","Fareway Dijon Mustard","0.1567","12 oz","sold","yes","$1.88 sale (reg $2.99, sale ends in ~20 hrs), page shows $0.16/oz; Pickup - Omaha; Fareway stone ground dijon 12 oz also $1.88; Grey Poupon 10 oz $3.97"
"9648FF4AB4","Badia Spices Cayenne Pepper","0.96","1.75 oz","sold","yes","$1.68 sale (reg $2.49), page shows $0.96/oz; Pickup - Omaha; McCormick ground cayenne 1 oz $3.99"
"1500C77577","Pero Family Farms Sugar Snap Peas","0.435","8 oz","sold","yes","$3.48 each (reg $3.99), also Buy 2 for $4.96 multi-buy (= $2.48 ea, 0.31/oz); page shows $0.44/oz; URL slug says 15 oz but page reads 8 oz; Pickup - Omaha; only snap pea item found"
"273DD2B2B8","Softsoap Antibacterial Liquid Hand Soap Refill, White Tea & Berry","0.1194","50 fl oz","sold","yes","$5.97 sale (reg $6.99), page shows $0.12/fl oz; Pickup - Omaha; refill jug; cheapest pump bottle is Bright Essentials 10.8 fl oz $2.54 = 0.2352/fl oz; Dial refill 52 fl oz $6.97 = 0.134"
"09F02D24D9","Chicken Drumsticks (fresh; sold by weight)","1.99","per lb (about 0.38 lb each; est. $0.75 each)","sold","yes","$1.99/lb, final cost by weight; Pickup - Omaha. JUDGEMENT FLAG: Chicken Hindquarters (thigh+drumstick attached) $0.99/lb sale (reg $1.58 est. each, ~1.06 lb each) is cheaper if a leg quarter counts; Boneless Chicken Thighs $3.99/lb; Tyson frozen drumsticks 2.5 lb $5.99 = 2.40/lb; no bone-in thigh item listed"
"2F9DB5AEF0","Bar-S Classic Franks Hot Dogs","0.12","12 oz","sold","yes","$1.44 (no sale shown), page shows $0.12/oz; Pickup - Omaha; next Oscar Mayer wieners 10 ct $3.49, Ball Park bun size 15 oz $3.99"
"2AD0DA0FD1","Ocean Spray Dried Cranberries","0.2913","24 oz","sold","yes","$6.99 sale (reg $7.49), page shows $0.29/oz; Pickup - Omaha; 12 oz $4.49 = 0.374, Craisins 6 oz $2.88 = 0.48"
"09C8DA26F5","","","","not-sold","yes","No fresh bean sprouts found at Fareway Omaha (Pickup). Searches ""bean sprouts"", ""mung bean sprouts"", ""sprouts"" return only La Choy Bean Sprouts 14 oz CANNED $1.99 (0.142/oz) - not fresh, so not counted"
"69DB7CBEC6","Fareway Olives, Manzanilla, Stuffed with Minced Pimiento","0.309","21 oz","sold","yes","$6.49 sale (reg $7.99), page shows $0.31/oz; Pickup - Omaha; Fareway stuffed manzanilla 15 oz $4.99 = 0.333; 5.75 oz $2.25 = 0.391"
"FDB0AF3391","Pero Family Farms Fresh Snipped Green Beans","5.32","12 oz bag","sold","yes","$3.99 (no sale), page shows $0.33/oz = $5.32/lb; Pickup - Omaha; only fresh green bean item found (no loose by-the-lb listing); Fareway Steamables 12 oz $1.44 appears to be frozen, not counted"
"292F637043","Fareway Cut Green Beans","0.0469","14.5 oz can","sold","yes","$0.68 sale (reg $1.12, sale ends in ~20 hrs), page shows $0.05/oz; Pickup - Omaha; reg price would be 0.0772/oz"
"812F50C382","Green Bell Pepper","1.17","1 each","sold","yes","$1.17 each (no sale); Pickup - Omaha; red/orange/yellow bell pepper $1.50 each; 3-pepper pack $4.88"
"961B81AE7B","Fareway Bone-In Turkey Breast (sold by weight)","3.49","about 5.0 lb/package (est. $17.45/pkg)","sold","yes","$3.49/lb, final cost by weight; Pickup - Omaha; page does not state raw vs cooked explicitly but it is a meat-case bone-in breast, not a deli/roasted item; bone-in basis. Fareway Boneless Turkey $5.99/lb (~5 lb pkg, $29.95 est.); Butterball roasted/deli breasts $9.99/lb are cooked, not counted"
"45F7047006","Baker's Corner Corn Starch","0.1181","16 oz","sold","yes","$1.89 shelf, 16 oz read on product page; ALDI OLA 42 Omaha, In-Store mode shown in header; page unit $0.12/oz; only cornstarch result"
"F636D6148D","Barissimo French Vanilla Coffee Creamer","0.0841","32 fl oz","sold","yes","$2.69 shelf, 32 fl oz on product page (page unit $0.08/fl oz); ALDI OLA 42 Omaha, In-Store; several Barissimo 32 fl oz flavors tie at $2.69"
"365E97C12E","Aldi Chickpeas (garbanzo beans)","0.0548","15.5 oz","sold","yes","$0.85 shelf, 15.5 oz can on product page (page unit $0.05/oz); ALDI OLA 42 Omaha, In-Store; organic 15.5 oz is $0.91"
"C34080E010","Broccoli Florets (fresh; Mann's per URL)","3.0533","12 oz","sold","yes","$2.29 shelf, 12 oz bag on product page (page unit $0.19/oz); ALDI OLA 42 Omaha, In-Store; only other fresh broccoli is Organic Broccoli $3.29 per 1 ct with no weight on page so per-lb not computable; no conventional crowns listed"
"7E545896E2","Berryhill Clover Honey","0.2079","24 oz","sold","yes","$4.99 shelf, 24 oz on product page (page unit $0.21/oz); ALDI OLA 42 Omaha, In-Store; 12 oz bear is $2.95"
"59789052B6","Parkview Classic Hot Dogs","0.0825","12 oz","sold","yes","$0.99 shelf, 12 oz on product page (page unit $0.08/oz); ALDI OLA 42 Omaha, In-Store"
"D5A9A2196C","Baby Bella Mushrooms","0.1613","8 oz","sold","yes","$1.29 shelf, 8 oz on product page (page unit $0.16/oz); ALDI OLA 42 Omaha, In-Store; white whole 8 oz $1.49, sliced white 8 oz $1.59"
"E4EC03AF75","Freshire Farms Jalapeno Peppers","1.98","8 oz","sold","yes","$0.99 shelf, 8 oz bag on product page (page unit $0.12/oz); ALDI OLA 42 Omaha, In-Store; jalapeno is the only fresh green chili listed (no serrano/Thai/Indian green chili found); canned Pueblo Lindo Chopped Green Chiles 4 oz $0.85 exists but is canned"
"925A4CBA17","White Onions (2 lb bag)","1.095","2 lb","sold","yes","$2.19 shelf, 2 lb bag on product page (page unit $0.07/oz); ALDI OLA 42 Omaha, In-Store; only white onion size listed"
"0DEB955218","Puraqua Black Cherry Sparkling Flavored Water","0.0234","33.8 fl oz","sold","yes","$0.79 shelf, 33.8 fl oz bottle on product page (page unit $0.02/fl oz); ALDI OLA 42 Omaha, In-Store; every 33.8 fl oz Puraqua at $0.79 is FLAVORED (ingredients not shown on page, may be sweetened); cheapest unflavored seen is PurAqua Original Belle Vie 12 x 12 fl oz $3.99 = $0.0277/fl oz (search listing, product page not opened)"
"9E81855F50","Maruchan Ramen Noodle Soup Chicken Flavor (12-pack)","0.3208","12 x 3 oz","sold","yes","$3.85 shelf for size 12 x 3 oz on product page (title line reads 3 oz, size line 12 x 3 oz; $3.85/12 packets); ALDI OLA 42 Omaha, In-Store; no Aldi-brand plain ramen found; singles Nissin 3.32 oz $1.45, Chef's Cupboard Protein Ramen 2.5 oz $1.49"
"1E4A6744EC","Millville Complete Buttermilk Pancake & Waffle Mix","0.0609","32 oz","sold","yes","$1.95 shelf, 32 oz on product page (page unit $0.06/oz); ALDI OLA 42 Omaha, In-Store"
"4ACEF0D609","Happy Harvest Crushed Tomatoes","0.0532","28 oz","sold","yes","$1.49 shelf, 28 oz can on product page (page unit $0.05/oz); ALDI OLA 42 Omaha, In-Store; only crushed tomato listed"
"E0923C02F9","Goldhen Liquid Egg Whites","0.1497","32 oz (URL slug 32-fl-oz)","sold","yes","$4.79 shelf, size line reads 32 oz (product URL says 32 fl oz; page unit $0.15/oz); ALDI OLA 42 Omaha, In-Store; only liquid egg white listed; treated 32 oz as 32 fl oz"
"8B285AF1A2","Boneless Skinless Chicken Breasts Family Pack, per lb","1.99","per lb (about 5.0 lb package)","sold","yes","$1.99/lb read on product page (Price Drop Ends Soon, 13% off; est $9.95/pkg = $1.99 x 5.0 lb, original $11.45/pkg = $2.29/lb); ALDI OLA 42 Omaha, In-Store; next cheapest Kirkwood Chicken Breasts $3.29/lb; sale price may expire soon"
"D864EC63BA","That's Smart! Large Pitted Ripe Olives","0.2917","6 oz","sold","yes","shelf $1.75 / 6 oz can; store shown Omaha #02, NE (hy-vee.com Aisles Online); next cheapest Pearls sliced ripe 5.6 oz $1.69 = 0.302/oz"
"21C5886348","Brussels Sprouts (fresh loose)","3.49","per lb (sold by weight)","sold","yes","page shows $3.49/lb (35c ea. at 0.10 lb est.); Omaha #02, NE; fresh bagged Bud by Dole 12 oz $2.99 and 24 oz $5.99 both = 3.99/lb. FROZEN That's Smart! Brussels Sprouts 12 oz $1.29 = 1.72/lb is cheaper if frozen counts"
"026D69C06A","That's Smart Whole White Potatoes (canned)","0.064","15 oz","sold","yes","shelf $0.96 / 15 oz can; Omaha #02, NE; Hy-Vee sliced/whole 15 oz $1.59"
"65D5813073","Patak's BBQ Tandoori Chicken Seasoning Rub","2.8295","0.88 oz envelope","sold","yes","shelf $2.49 / 0.88 oz; Omaha #02, NE; only tandoori dry seasoning found (searched 'tandoori' and 'tandoori masala'); it is a 'BBQ tandoori' rub blend, no plain tandoori masala jar listed"
"B9E148A7D2","Hy-Vee Diced Tomatoes with Green Chilies","0.0683","14.5 oz","sold","yes","shelf $0.99 sale (regular $1.19 = 0.0821/oz) / 14.5 oz can; Omaha #02, NE; Hy-Vee 10 oz $1.19 = 0.119/oz; ROTEL 10 oz $1.48, 28 oz $3.69 = 0.132/oz"
"51E6677F49","That's Smart! Large Eggs","1.67","1 dz","sold","yes","shelf $1.67 / 1 dozen Grade A large; Omaha #02, NE; others: Country Daybreak Farm Fresh 60 ct $8.99 = 1.80/dz (size not stated in title), Hy-Vee 18 ct $2.79 = 1.86/dz, Country Daybreak Large 30 ct $4.69 = 1.88/dz, Hy-Vee 12 ct $1.89"
"F5E8DCBF18","Zucchini Squash (fresh loose)","1.99","per lb (sold by weight)","sold","yes","page shows $1.99/lb ($1.39 ea. at 0.70 lb est.); Omaha #02, NE; Yellow Squash also $1.99/lb ($1.19 ea. at 0.6 lb est.)"
"9F30C281BB","That's Smart! Medium Salsa","0.1213","15.5 oz jar","sold","yes","shelf $1.88 sale (regular $2.45 = 0.1581/oz) / 15.5 oz; Omaha #02, NE; That's Smart Mild 15.5 oz same $1.88; next Hy-Vee Thick & Chunky 45 oz $6.69 = 0.1487/oz; scanned 180 of 186 search results"
"7D1660DB84","Hy-Vee No Sugar Added 100% Apple Juice","0.0489","96 fl oz","sold","yes","shelf $4.69 / 96 fl oz; Omaha #02, NE; 100% juice chosen. Cheaper NON-100% option: That's Smart! Apple Juice Cocktail 64 fl oz $1.99 = 0.0311/floz (a cocktail, not juice). Next 100%: Juicy Juice 128 fl oz $6.99 = 0.0546"
"1911434318","That's Smart! Bartlett Pear Halves in Light Syrup","0.0986","29 oz can","sold","yes","shelf $2.86 / 29 oz; Omaha #02, NE; That's Smart irregular sliced 29 oz also $2.86; 15.25 oz $1.78 = 0.1167/oz"
"7F31F5B2BE","That's Smart! Broccoli Cuts (frozen)","0.0817","12 oz bag","sold","yes","shelf $0.98 / 12 oz; Omaha #02, NE; next: That's Smart chopped 12 oz $1.29, Hy-Vee cuts 12 oz $1.39, Birds Eye florets 52 oz $6.99 sale = 0.1344/oz"
"E3DD5388AD","Green Giant Klondike Golddust Potatoes","1.198","5 lb bag","sold","yes","shelf $5.99 / 5 lb (gold/yellow flesh); Omaha #02, NE; loose B-Size Gold Potatoes $1.49/lb; no Hy-Vee-brand gold bag found (searched yellow potatoes, gold potatoes, yukon)"
"6DE12EF6ED","Smithfield Salt Pork","5.99","12 oz","sold","yes","$4.49 shelf (no sale) for 12 oz = $5.987/lb; product page UPC 0007080008115; Baker's Pickup at Saddlecreek, 888 S Saddle Creek Rd, Omaha; only salt pork in results"
"321A21A0A1","Kroger Red Lentils","0.156","16 oz","sold","yes","$2.49 shelf (no sale) for 16 oz = $0.1556/oz; product page UPC 0001111089816, aisle 9; Baker's Pickup at Saddlecreek, Omaha; next red: Simple Truth Organic $3.79/16 oz; cheaper La Preferida $1.79 sale is plain (brown) lentils, not red"
"F7CA4EC004","Pompeian Gourmet Red Wine Vinegar","0.187","16 fl oz","sold","yes","$2.99 shelf (no sale) for 16 fl oz = $0.1869/floz; product page UPC 0007040400100, aisle 11; Baker's Pickup at Saddlecreek, Omaha; next: Kroger 12.7 fl oz $2.59 sale (reg $2.79) = $0.204 sale / $0.220 reg"
"D1A2BCED33","Rhubarb (loose)","3.99","sold by lb (about $2.00 each)","sold","yes","$3.99/lb shelf, no sale; product page UPC/PLU 0000000004745 shows OUT OF STOCK for pickup at Baker's Saddlecreek, Omaha today; price read off page but item currently unavailable"
"26D15AC771","Vermont Creamery Creme Fraiche Cultured Cream","0.874","8 oz","sold","yes","$6.99 shelf (no sale) for 8 oz = $0.874/oz; product page UPC 0001182620001; Baker's Pickup at Saddlecreek, Omaha; only other: Bellwether Farms Creme Fraiche $6.49/5 oz = $1.30/oz"
"5524A1F02D","Simple Truth Organic Coconut Aminos","0.599","10 fl oz","sold","yes","$5.99 shelf (no sale) for 10 fl oz = $0.599/floz; product page UPC 0001111084995, aisle 9; Baker's Pickup at Saddlecreek, Omaha; next: Bragg Organic Coconut Aminos $7.99/10 fl oz; Bragg Liquid Aminos ($0.34/floz) is soy-based, not coconut aminos, excluded"
"62AD3D1521","Pompeian Balsamic Vinegar","0.249","16 fl oz","sold","yes","SALE $3.99 (regular $4.49) for 16 fl oz: $0.249/floz at sale, $0.281/floz regular; used sale (what shopper pays at shelf); product page UPC 0007040400103, aisle 11, Low Stock; Baker's Pickup at Saddlecreek, Omaha; next: Kroger 12.7 fl oz $3.99 = $0.314"
"457BF24C51","Artichoke (fresh)","3.49","1 ct","sold","yes","$3.49 each shelf (no sale), 1 ct; product page PLU 0000000004762, available for pickup at Baker's Saddlecreek, Omaha; only fresh whole artichoke listed"
"0D969E67AE","Smart Way Instant Coffee","0.713","7 oz","sold","yes","$4.99 shelf (Everyday Low Price) for 7 oz = $0.713/oz; product page UPC 0001111011789, aisle 6; Baker's Pickup at Saddlecreek, Omaha; next: Kroger Original Roast 8 oz $6.99 = $0.874/oz"
"3639E560B0","Poppy Seeds Sugar 'N Spice","0.916","2.5 oz","sold","yes","shelf $2.29 / 2.5 oz (product page, SKU 00725677813516, Aisle 300); store Family Fare - 50th & Grover St, Omaha NE 68106, pickup; next cheapest Spice Islands $5.99/2.6 oz = 2.30/oz"
"32EFE19EE3","Regular Leeks","4.99","1 ea","sold","yes","shelf $4.99 / 1 ea (product page, UPC 00000000046299); only leek result; page does not say whether 'ea' is one leek or a bunch (PLU 4629) - per-leek basis uncertain; store Family Fare - 50th & Grover St, Omaha NE, pickup"
"0DDDBB81DC","Fresh Ancho Chile (8 oz bag)","0.624","8 oz","sold","yes","shelf $4.99 / 8 oz (product page, UPC 00877699001058, Peppers category, no image). CAUTION: listed name says 'Fresh Ancho Chile' but it is a packaged UPC item sold by the oz in 3 oz/8 oz sizes, the same sizes as the store's Guajillo Chili bags (3 oz $2.49, 8 oz $4.99, 1 lb $7.99), and it is returned by a 'dried chile' search - almost certainly the dried ancho bag, but the page never says 'dried'. Other size: 3 oz $2.79 (UPC 00181119000867) = 0.93/oz. Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"AFD617B577","Pampa Pickles, Sweet Relish 12 Oz","0.104","12 oz","sold","yes","shelf '4 for $5.00' / 12 oz (product page, UPC 00876941000061, Aisle 10, listed under Trial Sizes Store) = $1.25 each; per-oz assumes the multi-buy price applies per unit (not stated whether a single jar rings at $1.25). Next cheapest: Our Family Sweet Relish $1.99 / 10 fl oz = 0.199/oz; Vlasic Sweet Relish sale $2.69 / 10 oz. Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"21244C5ABC","Cantaloupe/Rockmelon Melon, Small","4.99","1 ct","sold","yes","shelf $4.99 / 1 ct (product page, UPC 00000000040501); only whole cantaloupe listed, and it is the SMALL size; other result was Fresh & Finest Cantaloupe Cubes $5.00 / 18 oz (cut, not whole). Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"F4026DCED9","Red Mango, Small","2.79","1 ct","sold","yes","shelf $2.79 / 1 ct (product page, Tropical Fruits); only whole fresh mango in the 'mango' search (rest frozen/canned/dried/drinks); SMALL size. Store Family Fare - 50th & Grover St, Omaha NE, pickup"
