# BLIND verification worklist for the 2026-08-15 board. Fill in verdict/found_product/found_price.
# verdict must be one of: ok | wrong-product | wrong-price | wrong-size | missing | unverifiable
#   ok            the board names the cheapest qualifying product at this store and its price is right
#   wrong-product the product on the board is not this commodity at all (the cat-food-as-salmon class)
#   wrong-price   right product, wrong number
#   wrong-size    right product, but the size/pack basis makes the per-unit wrong
#   missing       the store does not sell this commodity at all
#   unverifiable  bot wall, sign-in wall, or the store site would not answer. NOT a defect and NOT a pass;
#                 these are dropped from the denominator and reported separately.
# DO NOT open out\verification-sample-2026-08-15.json until every verdict is filled in.
ticket,seq,commodity,unit,store,verdict,found_product,found_price,note
"79E4D6DAC2",15,"Broccoli (fresh)","lb","Hy-Vee",wrong-product,"Broccoli Florettes (fresh, sold by lb, id 8801)","2.69","sold by weight $2.69/lb; store price API storeId 1465 price=2.69 soldBy=LB. Fresh Broccoli Crowns (id 93513) $2.99/lb (was $3.99/lb)"
"D5F8F498EE",16,"Croissants","each","Hy-Vee",ok,"Croissants 6 Count (bakery, 17 oz pkg, id 74585)","0.998","6 ct $5.99 (base $6.99) = $0.998 each. Mini Croissants 12 Count 19 oz $5.99 = $0.499 ea if minis count as the commodity"
"E91D210D87",17,"Fresh Thyme","oz","Walmart",ok,"Fresh Thyme, 0.5 oz Clamshell","3.56","0.5 oz clamshell $1.78; PDP $3.56/oz; only fresh thyme stocked (rest are dried)"
"A66CF30C1E",18,"Apple Juice","floz","Hy-Vee",ok,"Hy-Vee 100% Apple Juice No Sugar Added, 64 fl oz (id 24371)","0.0311","64 fl oz $1.99 (base $2.99 = 0.0467/floz). Next 100% juice: Old Orchard 64 oz $2.99 = 0.0467; Hy-Vee 96 oz $4.79 = 0.0499"
"1EFEF1909D",19,"Sea salt","oz","Aldi",wrong-product,"Stonemill Sea Salt Grinder, 3.53 oz","0.4504","3.53 oz $1.59 in-store; only true SEA salt SKU at this store. Stonemill Iodized Salt 26 oz $0.79 is table salt, not sea salt, so excluded"
"A9F117D926",20,"Fruit Cups","each","Family Fare",ok,"Our Family Mandarin Oranges in 100% Juice, 4-cup pack (ties: Our Family Diced Peaches / Mixed Fruit / Tropical Fruit / Pineapple Tidbits 4-packs)","0.7475","4-cup pack $2.99 in-store = $0.7475 per cup; cheapest 12-ct family packs are $12.99 = $1.08/cup; Del Monte/Dole 4-packs $3.99-$4.19"
"925086D0A2",21,"Jarred / Canned Gravy","oz","Sam's Club",ok,"Chef-mate Country Sausage Gravy, 105 oz.","0.09124","105 oz can $9.58; site $0.09/oz. Every other gravy at this club is a dry MIX (Pioneer, McCormick, Morrison's), not jarred/canned."
"CA70E06E57",22,"Hair Conditioner","floz","Walmart",ok,"Alberto VO5 Strawberries & Cream Nourishing Hair Conditioner, 16.9 fl oz","0.0746","16.9 fl oz $1.26; PDP 7.5c/fl oz; size read off PDP (not in name); next Suave 0.086, Equate 28 fl oz $2.74 = 0.098"
"B08B4E7CA2",23,"Cheddar cheese curds","oz","Family Fare",ok,"Ellsworth Cooperative Creamery Ranch Cheddar Cheese Curds 5 oz (tie: Ellsworth Cheddar Garlic Cheese Curds 5 oz)","0.698","5 oz $3.49 in-store; these are the ONLY cheese curds in the Family Fare 6401 catalog and both are flavored cheddar curds - no plain cheddar curd listed"
"4D21B3CE49",24,"Hand Soap (liquid)","floz","Walmart",ok,"Equate Liquid Hand Soap, Clear, 50 fl oz","0.0594","50 fl oz $2.97; PDP 5.9c/fl oz; seven Equate 50 oz variants all $2.97"
"627ACFBC22",25,"Glass Cleaner","floz","Walmart",ok,"Great Value Glass Cleaner, 32 fl oz","0.0544","32 fl oz $1.74; PDP 5.4c/fl oz; next GV refill 67.6 fl oz $4.47 = 0.066"
"8C49B5B303",26,"Miracle Whip (Salad Dressing Spread)","oz","Aldi",ok,"Burman's Whipped Dressing, 30 fl oz","0.0963","30 fl oz $2.89 in-store (PDP unit line $0.10/fl oz); Kraft Miracle Whip 30 fl oz $5.48 = 0.1827/oz is the name brand"
"0A21DE5389",27,"Apples","lb","Aldi",ok,"Gala Apples, 3 lb bag","0.9967","3 lb $2.99 in-store (PDP unit line $0.06/oz); Red Delicious 3 lb $3.49, Granny Smith 3 lb $3.99, loose Envy $1.89/lb"
"0F44D91FC3",28,"Plums","lb","Aldi",ok,"Dayka & Hackett Plums, 2 lb bag","1.895","2 lb $3.79 in-store; only plum SKU carried"
"39727F77A3",29,"Hot Sauce","floz","Walmart",wrong-price,"Trappey's Red Devil Cayenne Pepper Hot Sauce, 32 fl oz","0.0806","32 fl oz $2.58; PDP 8.1c/fl oz item 10309588; the 12 oz sibling is $1.58 = 0.132; GV Louisiana 12 fl oz $1.56 = 0.13"
"23B93184C9",30,"Shampoo","floz","Fareway",ok,"Suave Daily Clarifying Cleansing Shampoo, 22.5 fl oz","0.0876","22.5 fl oz $1.97 in-store (reg $2.49 = 0.1107/floz, 21% off). Cheapest per fl oz of 9 shampoos the search returned; next = TRESemme 28 fl oz $5.97 = 0.2132. In-store mode."
"77A3443CE4",31,"Pasta (dry)","oz","Sam's Club",ok,"Member's Mark Spaghetti Pasta Pantry Pack, 1 lb., 6 pk.","0.05708","6 lb (96 oz) $5.48; site $0.91/lb confirms 6 lb. Barilla Thin Spaghetti 6 lb $8.52 = $0.0888/oz"
"15EFB5EF5C",32,"Oregano (dried)","oz","Baker's",ok,"Tampico Oregano Ground, 1 oz","1.69","1 oz jar $1.69 = $1.69/oz; near-tie runner-up Kroger Oregano Leaves Shaker 1.94 oz $3.29 = $1.696/oz; Smart Way 0.63 oz $1.25 = $1.98/oz"
"C0E2ADA8E8",33,"Kiwi Fruit","each","Hy-Vee",ok,"Kiwi Fruit, sold each (id 37185)","0.79","1 ct $0.79 (base $0.99). Bagged Zespri green kiwifruit 1 lb $4.99 is the only alternative"
"0E123A3D9A",34,"Ground Cumin","oz","Fareway",ok,"Badia Spices Cumin, Ground, 7 oz","0.57","7 oz $3.99 in-store, everyday (no strikethrough). Next = Badia 2 oz $1.68 = 0.84/oz; McCormick 1.5 oz $2.99 = 1.99/oz. In-store mode."
"7ECA2BB2D4",35,"Canned Coconut Milk","floz","Walmart",wrong-size,"Imperial Dragon Coconut Milk, 13.5 fl oz","0.157","13.5 fl oz can $2.12; PDP 15.7c/fl oz; cheaper only as bundles: Savia 2-pk 13.5 oz $3.96 = 0.147, GV 4-pk $9.28 = 0.172"
"A37CC65388",36,"Fruit Cups","each","Sam's Club",wrong-price,"Summer Is Inside Organic Diced Peaches in Fruit Juice, 4 oz., 24 pk.","0.24625","24 ct $5.91; site $0.25/ea. Odd price ending suggests a markdown. Next cheapest true fruit cup: Orchard Natural Cherry Mixed Fruit in Juice 4 oz 24 ct $9.98 = $0.4158/ea; Member's Mark Diced Peach Cups 4 oz 24 ct $10.98 = $0.4575/ea"
"33A9FF7FF2",37,"Ramen Noodles","each","Aldi",ok,"Maruchan Ramen Noodle Soup Chicken Flavor, 12 x 3 oz","0.3208","12 pack $3.85 in-store = 0.3208 per packet; Maruchan Beef 12 x 3 oz $3.95; single Nissin 3.32 oz $1.45; no store-brand single packet carried"
"D227115320",38,"Canned Tuna","oz","Sam's Club",ok,"StarKist Chunk Light Tuna in Water, 5 oz., 12 pk.","0.16633","12 x 5 oz = 60 oz $9.98 (was $10.98); site $0.17/oz. Bulk 66.5 oz can $12.68 = $0.1907/oz is dearer."
"7D29CC2E83",39,"Coriander (ground)","oz","Walmart",ok,"27 Peaks Gourmet All Natural Coriander Powder, 16 oz Bottle","0.733","16 oz $11.73; PDP 73.3c/oz; seller Walmart.com; shelf-size alt Great Value Organic Ground Coriander 1.5 oz $4.36 = 2.91"
"86ACAC8BF5",40,"Pita Bread","each","Walmart",wrong-price,"Josephs Low Net Carb Flax Pita Bread, 1 Pack, 6 Count","0.545","6 count 8 oz $3.27 = $0.545 each; next Joseph's White Greek Pocketless 4 ct $3.48 = 0.87 ea"
"057FB57E50",41,"Chicken Noodle Soup (canned)","oz","Hy-Vee",ok,"That's Smart! Chicken Noodle Condensed Soup, 10.5 oz can (id 2967942)","0.0667","10.5 oz $0.70. Hy-Vee condensed 10.5 oz $1.19 = 0.113; Campbell's 10.75 oz $1.28 = 0.119"
"1ACD58DFCD",42,"Red Wine Vinegar","floz","Walmart",wrong-size,"Pompeian Red Wine Vinegar - 16 fl oz","0.178","16 fl oz $2.84; PDP 17.8c/fl oz; GV 12.7 fl oz $2.32 = 0.183; cheaper only as a 2-pk Star 25 fl oz $5.96 = 0.119"
"77866C6D41",43,"Pancake Mix","oz","Sam's Club",ok,"Member's Mark Buttermilk Pancake Mix, 10 lbs.","0.048375","10 lb (160 oz) $7.74; site $0.05/oz. Bisquick 96 oz $5.78 = $0.0602/oz"
"01AAD37B43",44,"Cherry / Grape Tomatoes","oz","Sam's Club",ok,"Grape Tomatoes, 2 lbs.","0.17719","2 lb (32 oz) clamshell $5.67; site $2.83/lb. Flavor Bombs cherry 1.5 lb $6.97 = $0.29/oz"
"DCA476E0D0",45,"Fresh Sage","oz","Baker's",ok,"Simple Truth Organic Sage (fresh herb clamshell), 0.5 oz","4.98","0.5 oz $2.49 = $4.98/oz; only fresh sage carried at this store (all other sage results are dried rubbed/ground spice or non-food)"
"13BF3CCAFE",46,"Tilapia Fillets","lb","Sam's Club",ok,"Member's Mark Farm Raised Skinless and Boneless Tilapia Fillet Portions, Frozen, 3 lbs.","4.21333","3 lb bag $12.64; site $4.21/lb. Fresh service-counter tilapia is $7.26/lb."
"4DA0A1BFDB",47,"Granola","oz","Sam's Club",ok,"Quaker Simply Granola, 34.5 oz., 2 pk.","0.14319","2 x 34.5 oz = 69 oz $9.88; site $0.14/oz confirms 69 oz. Member's Mark Honey Almond Granola 32 oz $6.56 = $0.205/oz"
"749C875000",48,"Oven Cleaner","oz","Hy-Vee",ok,"Easy-Off Fume Free Lemon Scent Oven Cleaner Spray, 14.5 oz (id 338640)","0.4131","14.5 oz $5.99. Only 2 oven cleaners in the whole catalog - both Easy-Off 14.5 oz $5.99 (heavy duty id 297153 same price)"
"5DBB0B3925",49,"Baking Powder","oz","Hy-Vee",ok,"Hy-Vee Double Acting Baking Powder, 10 oz (id 56005)","0.299","10 oz $2.99. Clabber Girl 8.1 oz $3.99 = 0.493; Bob's Red Mill 14 oz $4.99 = 0.356. No That's Smart! baking powder stocked"
"57ED48BF5D",50,"Cat Food (dry)","lb","Aldi",ok,"Heart To Tail Special Medley Dry Cat Food, 3.15 lb","1.1714","3.15 lb $3.69 in-store; Indoor Formula 3.15 lb $3.69 ties; no larger bag carried at OLA 48"
"376624730E",51,"Croissants","each","Walmart",wrong-price,"Freshness Guaranteed Mini Croissants, 10 oz, 12 Count","0.332","12 ct 10 oz $3.98 = $0.332 each; cheapest WHOLE croissant is Marketside All Butter 9.5 oz 6 ct $4.98 = 0.83 ea"
"B24A63790D",52,"Garden Salad Blend (bagged)","oz","Sam's Club",ok,"Garden Salad, 2 lbs.","0.083125","2 lb (32 oz) bag $2.66; site $1.33/lb"
"B6404F0A5A",53,"Cooking Spray","oz","Walmart",ok,"Great Value Original Cooking Spray, 8 oz","0.315","8 oz can $2.52; PDP 31.5c/oz; GV canola and butter same price"
"6BDD32FA1A",54,"Ribeye Steak","lb","Baker's",ok,"Kroger Select Thin Cut Boneless Ribeye Beef Steak Family Pack","17.99","soldBy=WEIGHT size 1 lb $17.99/lb; Kroger Select Boneless Ribeye $18.99/lb, Choice Boneless Family Pack $20.99/lb promo"
"09C2EDDED5",55,"Jelly / Jam","oz","Sam's Club",ok,"Welch's Concord Grape Jelly, 30 oz., 2 pk.","0.074667","2 x 30 oz = 60 oz $4.48; site $0.07/oz confirms 60 oz. Smucker's Strawberry Jam pack $5.98 reads $0.09/oz = 64 oz total."
"B49D9B0589",56,"Zucchini / Yellow Squash","lb","Fareway",ok,"Zucchini Squash, sold by weight","1.99","$1.99 / lb in-store (card shows $1.49 each est., about 0.75 lb each). Yellow Straight Neck Squash also $1.99/lb. In-store mode."
"7EAF68A9B7",57,"Dog Food (dry)","lb","Sam's Club",ok,"Purina Dog Chow Complete Beef Flavor Adult Dry Dog Food, 48 lbs.","0.557917","48 lb bag $26.78; site $0.56/lb. Chicken flavor same price. Member's Mark Large Breed 44 lb $36.98 = $0.84/lb"
"940745591B",58,"Whipped Cream / Topping","oz","Walmart",ok,"Great Value Frozen Whipped Topping, White, 16 oz","0.135","16 oz tub $2.16; PDP 13.5c/oz; GV 8 oz $1.22 = 0.153; Cool Whip 16 oz $3.94 = 0.246"
"10A9818586",59,"Frozen Hash Browns","oz","Aldi",ok,"Season's Choice Hash Brown Patties, 20 ct / 43.33 oz","0.1152","43.33 oz $4.99 in-store (PDP unit line $0.12/oz); shredded hash browns 30 oz $3.69 = 0.123/oz is the next cheapest form"
"93AE3622E8",60,"Canned Mixed Vegetables","oz","Walmart",ok,"Great Value Mixed Vegetables, 15 oz","0.064","15 oz can $0.96; PDP 6.4c/oz; Del Monte 14.5 oz $1.67 = 0.115"
"171AFD7659",61,"Rice Vinegar","floz","Walmart",wrong-size,"Mizkan Rice Vinegar for Cooking, 12 fl oz","0.2433","12 fl oz $2.92; PDP 24.3c/fl oz; no store-brand rice vinegar; cheaper only as 6-pk $16.64 = 0.231"
"1FFBEA2E7F",62,"Hot Dog Buns","each","Sam's Club",ok,"Sara Lee Restaurant Style White Hot Dog Buns, 16 ct.","0.2425","16 ct (24 oz) $3.88; site $0.16/oz. Member's Mark Cafe frozen case 96 ct $26.29 = $0.2739/ea; Lakeland 24 oz $3.98 has no stated count."
"EE9708B681",63,"Pickled Jalapenos (sliced)","oz","Sam's Club",ok,"La Costena Jalapeno Nacho Slices, 100 oz.","0.0677","100 oz jar $6.77; site $0.07/oz. 64 oz jar $4.94 = $0.0772/oz"
"48FDA14605",64,"Baby Food (jars/pouches)","oz","Baker's",ok,"Comforts Stage 2 Baby Food Puree Pouches Variety Pack, 12 ct / 4 oz","0.1873","12 x 4 oz = 48 oz $8.99 = $0.1873/oz; single Comforts 4 oz pouch $0.90 = $0.225/oz"
"15E93EF3B5",65,"Laundry Stain Remover","floz","Aldi",ok,"Shout Original Laundry Stain Remover, 22 fl oz","0.1541","22 fl oz $3.39 in-store (PDP unit line $0.15/fl oz); Shout Dye & Fragrance Free 22 fl oz same price; no Tandil store-brand stain remover carried"
"D9CE5FB991",66,"Canned Butter Beans","oz","Family Fare",ok,"Our Family Butter Beans 15.5 oz","0.0897","15.5 oz $1.39 in-store = $0.0897/oz; next cheapest Bush's Best Baby Butter Beans 16 oz $1.79 = $0.1119/oz"
"3CBD682A0E",67,"Garlic Herb Seasoning","oz","Walmart",wrong-price,"Weber Roasted Garlic & Herb Seasoning, 5.5 oz","0.3636","5.5 oz $2.00; PDP 36.4c/oz; next Grill Mates 5.64 oz $3.84 = 0.681; GV Salt-Free Garlic & Herb 2.5 oz $1.96 = 0.784"
"2939C7DC24",68,"Canned Mandarin Oranges","oz","Aldi",wrong-price,"Sweet Harvest Mandarin Oranges in Light Syrup, 15 oz","0.0993","15 oz $1.49 in-store; Lunch Buddies 4 x 4 oz cups $2.19 = 0.1369/oz is dearer"
"4F6F9A8DD9",69,"High Fiber Tortillas (burrito size)","each","Sam's Club",ok,"La Banderita Carb Counter 10"" Tortillas Family Pack, 10 ct.","0.598","10 ct $5.98; site $0.60/ea. Only burrito-size (10 in) high-fiber/low-carb tortilla stocked. Ole Xtreme Wellness High Fiber is 8 in, 16 ct $7.78 = $0.486/ea (not burrito size); Mission Carb Balance here is 8 in only."
"7B728DB815",70,"Frozen Peas","oz","Hy-Vee",ok,"That's Smart! Sweet Peas, 12 oz frozen bag (id 2969855)","0.0783","12 oz bag $0.94. Hy-Vee Fresh Steam Peas 10 oz $1.39 = 0.139; Hy-Vee Frozen Sweet Peas 24 oz $3.49 = 0.145. (CANNED That's Smart 15 oz $0.76 excluded - not frozen)"
"22B75EBDB4",71,"Instant Mashed Potatoes","oz","Walmart",ok,"Great Value Instant Mashed Potatoes 13.75 oz Box","0.1367","13.75 oz $1.88; PDP 13.6c/oz; GV 26.7 oz $3.67 = 0.137"
"F178012094",72,"Cherries (fresh)","lb","Aldi",missing,"","","No fresh cherries in the OLA 48 catalog on 2026-08-16 (searched cherries / sweet cherries / cherry; only Baker's Corner cherry pie filling 21 oz $2.89 and a lunchbox cherry pie). Seasonal item, out of season. In-store mode"
"D9AE20B461",73,"Almond Milk","floz","Aldi",ok,"Friendly Farms Original Unsweetened Almondmilk, 64 fl oz","0.0358","64 fl oz $2.29 in-store (PDP unit line $0.04/fl oz); all Friendly Farms 64 fl oz variants $2.29"
"1056FB538F",74,"Toaster Pastries","each","Walmart",ok,"Great Value Frosted Cherry Toaster Pastries, 20.3 oz, 12 Count","0.1692","12 ct $2.03 = $0.169 each; GV 6 ct 10.1 oz $1.16 = 0.193 ea; Pop-Tarts 16 ct $4.97 = 0.311 ea"
"37C7EE81E1",75,"Nectarines","lb","Aldi",ok,"Nectarines, 2 lb bag","1.745","2 lb $3.49 in-store (PDP unit line $0.11/oz); JSON-LD size field wrongly says 1 lb, the PDP body and slug both say 2 lb"
"6CF02A8969",76,"Black Olives (canned, ripe)","oz","Aldi",ok,"Tuscan Garden Large Ripe Pitted Black Olives, 6 oz","0.265","6 oz $1.59 in-store (PDP unit line $0.26/oz), flagged Price Drop Ends Soon; regular price $1.75 = 0.2917/oz"
"1A4E8F4398",77,"Chinese Five Spice","oz","Walmart",wrong-product,"McCormick Gourmet Kosher Chinese Five Spice Blend, 1.75 oz","4.794","1.75 oz $8.39; PDP $4.79/oz; seller Walmart.com. Cheaper Frontier Co-op 1.92 oz $4.38 is a 3rd-party marketplace seller (K Boone Enterprise), excluded"
"591361F4AF",78,"Lemonade","floz","Family Fare",wrong-price,"Old Orchard Lemonade, Country Style 64 fl oz","0.0389","64 fl oz $2.49 in-store = $0.0389/floz; next Minute Maid Lemonade 59 oz $2.49 = $0.0422; Riveridge Lemonade Shelf Stable 128 oz $6.99 = $0.0546; Our Family Lemonade w/ Pulp 52 oz $2.69 = $0.0517"
"67ADE8C845",79,"Cajun / Creole Seasoning","oz","Baker's",ok,"Smart Way Cajun Seasoning, 3.88 oz","0.3222","3.88 oz $1.25 = $0.322/oz; Louisiana Fish Fry Original Cajun 8 oz $2.99 = $0.374/oz; Tony Chachere's Creole 8 oz $3.59 = $0.449/oz"
"A2374053D9",80,"Green Beans (fresh)","lb","Walmart",ok,"Fresh Green Beans, Bag","1.62","bag $2.67; PDP reads $1.62/lb; Marketside Fresh Green Beans 32 oz $6.18 = $3.09/lb"
"D7CA3B4583",81,"Frozen Chicken Nuggets","oz","Baker's",ok,"Kroger Frozen Fully Cooked Crispy Chicken Nuggets, 64 oz","0.1717","64 oz $10.99 promo (regular $11.99) = $0.1717/oz; Kroger 29 oz $5.99 = $0.207/oz"
"9C18B9389D",82,"Canned Pears","oz","Baker's",ok,"Kroger Canned Pear Slices in Extra Light Syrup, 15 oz","0.126","15 oz $1.89 = $0.126/oz; Kroger 14.5 oz $1.89 = $0.130/oz; Del Monte 29 oz $4.29 = $0.148/oz"
"0D3315AAB0",83,"Body Wash","floz","Baker's",ok,"Suave Essentials Body Wash (Cocoa Butter & Shea / Ocean Breeze / Milk & Honey), 18 fl oz","0.1828","18 fl oz $3.29 = $0.1828/fl oz; Kroger Sensitive Skin 33.8 fl oz $6.49 = $0.192/fl oz. Excluded Kroger Soapy Safari kids 3-in-1 shampoo+conditioner+body wash 22.5 fl oz $2.99 = $0.133/fl oz as a combo product, not plain body wash"
"201356CE16",84,"Teriyaki Sauce / Marinade","floz","Sam's Club",ok,"Kinder's Teriyaki Marinade Sauce, 27.5 oz.","0.17382","27.5 oz bottle $4.78; site $0.17/oz. Only teriyaki sauce/marinade carried at this club. NOTE basis: Sam's labels the size 27.5 oz (weight), not fl oz."
"AFF15BDD96",85,"Jalapeno Peppers","lb","Baker's",ok,"Fresh Jalapeno Peppers (bulk produce)","1.99","soldBy=WEIGHT size 1 lb $1.99/lb; all other jalapeno hits are pickled/canned or non-produce"
"1B4DB8A431",86,"Whole Watermelon","each","Aldi",ok,"Watermelon, each (whole seedless)","4.65","1 each $4.65 in-store"
"C122A5876B",87,"Ramen Noodles","each","Sam's Club",ok,"Nissin Top Ramen, Chicken, 24 pk.","0.290833","24 pk $6.98; site $0.29/ea. Beef flavor same price. Cup Noodles 24 ct $8.98 = $0.374/ea"
"FF50C4C7EB",88,"Apple Cider Vinegar","floz","Fareway",ok,"Fareway Apple Cider Vinegar, 128 fl oz","0.0507","128 fl oz $6.49 in-store (reg $6.99 = 0.0546/floz, 7% off). 64 oz $4.99 = 0.078; 32 oz $2.79 = 0.087; 16 oz $1.99 = 0.124. In-store mode."
"02E057B7BB",89,"Instant Mashed Potatoes","oz","Fareway",wrong-price,"Idahoan Original Mashed Potatoes, 26.2 oz","0.1905","26.2 oz $4.99 in-store, everyday (no strikethrough). Next = Idahoan Original 13.75 oz $3.19 = 0.232/oz. In-store mode."
"C7F8443776",90,"Grape Juice","floz","Walmart",wrong-product,"Welch's 100% Grape Juice, Concord Grape, 96 fl oz Bottle","0.0726","96 fl oz $6.97; PDP 7.3c/fl oz; 64 fl oz $4.98 = 0.078. Hawaiian Punch 1 gal $3.22 = 0.025 is a juice DRINK, not grape juice - excluded"
"653CE52AA6",91,"Shrimp (frozen, raw)","lb","Sam's Club",ok,"Member's Mark Farm Raised Jumbo Raw EZ Peel Shrimp, Frozen, 21-30 ct. per pound, 3 lbs.","5.823333","3 lb bag $17.47; site $5.82/lb. MM Large Raw 31-40 ct 3 lb $20.97 = $6.99/lb; MM Jumbo Raw 2 lb $16.97 = $8.48/lb"
"8836E0F124",92,"Turkey Bacon","oz","Walmart",ok,"Butterball Lower Sodium Smoke-Cured Turkey Bacon, 12 oz","0.3267","12 oz $3.92; PDP $5.23/lb; only 2 turkey bacon SKUs stocked, other is Oscar Mayer 12 oz $4.48 = 0.373"
"256F852E7B",93,"Heavy Whipping Cream","floz","Walmart",ok,"Great Value Heavy Whipping Cream, 64 fl oz","0.1475","64 fl oz $9.44; PDP 14.8c/fl oz; GV 32 oz $4.74 = 0.148; GV 16 oz $2.96 = 0.185"
"FF5F1EA8E5",94,"Tater Tots","oz","Sam's Club",ok,"Ore-Ida Crispy Tater Tots, Frozen, 8 lbs.","0.0732","8 lb (128 oz) bag $9.37; site $1.17/lb. Only tater tot SKU stocked."
"CD84D60C6E",95,"Frozen Mixed Vegetables","oz","Aldi",wrong-product,"Season's Choice Steamable Frozen Mixed Vegetable, 12 oz","0.0817","12 oz $0.98 in-store (PDP unit line $0.08/oz); California Medley 12 oz $1.15, Simply Nature Organic 10 oz $1.69"
"0DDC50AA17",96,"Sea salt","oz","Family Fare",ok,"Our Family Sea Salt, Coarse, Kosher 16 oz","0.1681","16 oz $2.69 in-store = $0.1681/oz; next Morton All Natural Fine (and Coarse) Sea Salt 17.6 oz $4.79 = $0.2722/oz; seasoned/kosher/Himalayan salts excluded as not sea salt"
"6C3E29EBE5",97,"Cranberry Sauce (canned)","oz","Walmart",wrong-size,"Great Value Jellied Cranberry Sauce, 14 oz","0.1186","14 oz can $1.66; PDP 11.9c/oz; Ocean Spray 14 oz $2.47 = 0.176"
"C1E857FDBE",98,"Frozen Broccoli","oz","Baker's",wrong-price,"Kroger Traditional Favorites Frozen Broccoli Cuts, 32 oz","0.0997","32 oz $3.19 = $0.0997/oz; Kroger 12 oz $1.29 = $0.1075/oz; Birds Eye Florets 52 oz $8.49 = $0.163/oz"
