"ticket","found_product","found_price","found_pack","availability","reachable","note"
"D9CE5FB991","Our Family Butter Beans 15.5 oz","0.0897","","sold","yes","15.5 oz $1.39 in-store = $0.0897/oz; next cheapest Bush's Best Baby Butter Beans 16 oz $1.79 = $0.1119/oz"
"591361F4AF","Old Orchard Lemonade, Country Style 64 fl oz","0.0389","","sold","yes","64 fl oz $2.49 in-store = $0.0389/floz; next Minute Maid Lemonade 59 oz $2.49 = $0.0422; Riveridge Lemonade Shelf Stable 128 oz $6.99 = $0.0546; Our Family Lemonade w/ Pulp 52 oz $2.69 = $0.0517"
"0DDC50AA17","Our Family Sea Salt, Coarse, Kosher 16 oz","0.1681","","sold","yes","16 oz $2.69 in-store = $0.1681/oz; next Morton All Natural Fine (and Coarse) Sea Salt 17.6 oz $4.79 = $0.2722/oz; seasoned/kosher/Himalayan salts excluded as not sea salt"
"B5CABEB3D3","Curly Parsley, 1 ct bunch (fresh)","1.49","","sold","yes","1 ct bunch $1.49 in-store; everyday, no strikethrough. Next cheapest fresh parsley = Crazy Fresh Italian Parsley 1 each $2.99. In-store mode."
"23B93184C9","Suave Daily Clarifying Cleansing Shampoo, 22.5 fl oz","0.0876","","sold","yes","22.5 fl oz $1.97 in-store (reg $2.49 = 0.1107/floz, 21% off). Cheapest per fl oz of 9 shampoos the search returned; next = TRESemme 28 fl oz $5.97 = 0.2132. In-store mode."
"0E123A3D9A","Badia Spices Cumin, Ground, 7 oz","0.57","","sold","yes","7 oz $3.99 in-store, everyday (no strikethrough). Next = Badia 2 oz $1.68 = 0.84/oz; McCormick 1.5 oz $2.99 = 1.99/oz. In-store mode."
"B49D9B0589","Zucchini Squash, sold by weight","1.99","","sold","yes","$1.99 / lb in-store (card shows $1.49 each est., about 0.75 lb each). Yellow Straight Neck Squash also $1.99/lb. In-store mode."
"FF50C4C7EB","Fareway Apple Cider Vinegar, 128 fl oz","0.0507","","sold","yes","128 fl oz $6.49 in-store (reg $6.99 = 0.0546/floz, 7% off). 64 oz $4.99 = 0.078; 32 oz $2.79 = 0.087; 16 oz $1.99 = 0.124. In-store mode."
"02E057B7BB","Idahoan Original Mashed Potatoes, 26.2 oz","0.1905","","sold","yes","26.2 oz $4.99 in-store, everyday (no strikethrough). Next = Idahoan Original 13.75 oz $3.19 = 0.232/oz. In-store mode."
"EDF8BA23ED","Lemon, 1 each","0.88","","sold","yes","1 each $0.88 in-store (reg $0.99, 11% off). Whole Lemons 16 oz bag $2.99 is not per-each comparable. In-store mode."
"79E4D6DAC2","Broccoli Florettes (fresh, sold by lb, id 8801)","2.69","","sold","yes","sold by weight $2.69/lb; store price API storeId 1465 price=2.69 soldBy=LB. Fresh Broccoli Crowns (id 93513) $2.99/lb (was $3.99/lb)"
"D5F8F498EE","Croissants 6 Count (bakery, 17 oz pkg, id 74585)","0.998","","sold","yes","6 ct $5.99 (base $6.99) = $0.998 each. Mini Croissants 12 Count 19 oz $5.99 = $0.499 ea if minis count as the commodity"
"A66CF30C1E","Hy-Vee 100% Apple Juice No Sugar Added, 64 fl oz (id 24371)","0.0311","","sold","yes","64 fl oz $1.99 (base $2.99 = 0.0467/floz). Next 100% juice: Old Orchard 64 oz $2.99 = 0.0467; Hy-Vee 96 oz $4.79 = 0.0499"
"C0E2ADA8E8","Kiwi Fruit, sold each (id 37185)","0.79","","sold","yes","1 ct $0.79 (base $0.99). Bagged Zespri green kiwifruit 1 lb $4.99 is the only alternative"
"057FB57E50","That's Smart! Chicken Noodle Condensed Soup, 10.5 oz can (id 2967942)","0.0667","","sold","yes","10.5 oz $0.70. Hy-Vee condensed 10.5 oz $1.19 = 0.113; Campbell's 10.75 oz $1.28 = 0.119"
"749C875000","Easy-Off Fume Free Lemon Scent Oven Cleaner Spray, 14.5 oz (id 338640)","0.4131","","sold","yes","14.5 oz $5.99. Only 2 oven cleaners in the whole catalog - both Easy-Off 14.5 oz $5.99 (heavy duty id 297153 same price)"
"5DBB0B3925","Hy-Vee Double Acting Baking Powder, 10 oz (id 56005)","0.299","","sold","yes","10 oz $2.99. Clabber Girl 8.1 oz $3.99 = 0.493; Bob's Red Mill 14 oz $4.99 = 0.356. No That's Smart! baking powder stocked"
"7B728DB815","That's Smart! Sweet Peas, 12 oz frozen bag (id 2969855)","0.0783","","sold","yes","12 oz bag $0.94. Hy-Vee Fresh Steam Peas 10 oz $1.39 = 0.139; Hy-Vee Frozen Sweet Peas 24 oz $3.49 = 0.145. (CANNED That's Smart 15 oz $0.76 excluded - not frozen)"
"96E97F53C7","Member's Mark Mandarin Oranges, 4 oz., 24 ct.","0.1196","","sold","yes","24 x 4 oz = 96 oz jarcup pack $11.48; site unit price $0.12/oz confirms 96 oz. No #10 can of mandarins stocked."
"CA8949A94C","Mission 6"" Fajita Flour Tortillas, 40 ct.","0.123","","sold","yes","40 ct $4.92 = $0.123/ea (site $0.09/oz). Next cheapest flour: Mission Soft Flour Taco 40 ct $5.68 = $0.142/ea; La Banderita 9in 24 ct $4.18 = $0.174/ea; Mission 10in Burrito 40 ct $8.98 = $0.2245/ea"
"2AC4B8BABB","Quaker Old Fashioned Oats, 160 oz.","0.04988","","sold","yes","160 oz canister $7.98; site $0.05/oz. Quaker Quick 1-Minute 160 oz same price."
"D8A491772F","Bartlett Pears, 4 lbs.","1.6675","","sold","yes","4 lb bag $6.67; site $1.67/lb. Only fresh pear stocked."
"925086D0A2","Chef-mate Country Sausage Gravy, 105 oz.","0.09124","","sold","yes","105 oz can $9.58; site $0.09/oz. Every other gravy at this club is a dry MIX (Pioneer, McCormick, Morrison's), not jarred/canned."
"77A3443CE4","Member's Mark Spaghetti Pasta Pantry Pack, 1 lb., 6 pk.","0.05708","","sold","yes","6 lb (96 oz) $5.48; site $0.91/lb confirms 6 lb. Barilla Thin Spaghetti 6 lb $8.52 = $0.0888/oz"
"A37CC65388","Summer Is Inside Organic Diced Peaches in Fruit Juice, 4 oz., 24 pk.","0.24625","","sold","yes","24 ct $5.91; site $0.25/ea. Odd price ending suggests a markdown. Next cheapest true fruit cup: Orchard Natural Cherry Mixed Fruit in Juice 4 oz 24 ct $9.98 = $0.4158/ea; Member's Mark Diced Peach Cups 4 oz 24 ct $10.98 = $0.4575/ea"
"D227115320","StarKist Chunk Light Tuna in Water, 5 oz., 12 pk.","0.16633","","sold","yes","12 x 5 oz = 60 oz $9.98 (was $10.98); site $0.17/oz. Bulk 66.5 oz can $12.68 = $0.1907/oz is dearer."
"77866C6D41","Member's Mark Buttermilk Pancake Mix, 10 lbs.","0.048375","","sold","yes","10 lb (160 oz) $7.74; site $0.05/oz. Bisquick 96 oz $5.78 = $0.0602/oz"
"01AAD37B43","Grape Tomatoes, 2 lbs.","0.17719","","sold","yes","2 lb (32 oz) clamshell $5.67; site $2.83/lb. Flavor Bombs cherry 1.5 lb $6.97 = $0.29/oz"
"13BF3CCAFE","Member's Mark Farm Raised Skinless and Boneless Tilapia Fillet Portions, Frozen, 3 lbs.","4.21333","","sold","yes","3 lb bag $12.64; site $4.21/lb. Fresh service-counter tilapia is $7.26/lb."
"4DA0A1BFDB","Quaker Simply Granola, 34.5 oz., 2 pk.","0.14319","","sold","yes","2 x 34.5 oz = 69 oz $9.88; site $0.14/oz confirms 69 oz. Member's Mark Honey Almond Granola 32 oz $6.56 = $0.205/oz"
"B24A63790D","Garden Salad, 2 lbs.","0.083125","","sold","yes","2 lb (32 oz) bag $2.66; site $1.33/lb"
"09C2EDDED5","Welch's Concord Grape Jelly, 30 oz., 2 pk.","0.074667","","sold","yes","2 x 30 oz = 60 oz $4.48; site $0.07/oz confirms 60 oz. Smucker's Strawberry Jam pack $5.98 reads $0.09/oz = 64 oz total."
"7EAF68A9B7","Purina Dog Chow Complete Beef Flavor Adult Dry Dog Food, 48 lbs.","0.557917","","sold","yes","48 lb bag $26.78; site $0.56/lb. Chicken flavor same price. Member's Mark Large Breed 44 lb $36.98 = $0.84/lb"
"1FFBEA2E7F","Sara Lee Restaurant Style White Hot Dog Buns, 16 ct.","0.2425","","sold","yes","16 ct (24 oz) $3.88; site $0.16/oz. Member's Mark Cafe frozen case 96 ct $26.29 = $0.2739/ea; Lakeland 24 oz $3.98 has no stated count."
"EE9708B681","La Costena Jalapeno Nacho Slices, 100 oz.","0.0677","","sold","yes","100 oz jar $6.77; site $0.07/oz. 64 oz jar $4.94 = $0.0772/oz"
"4F6F9A8DD9","La Banderita Carb Counter 10"" Tortillas Family Pack, 10 ct.","0.598","","sold","yes","10 ct $5.98; site $0.60/ea. Only burrito-size (10 in) high-fiber/low-carb tortilla stocked. Ole Xtreme Wellness High Fiber is 8 in, 16 ct $7.78 = $0.486/ea (not burrito size); Mission Carb Balance here is 8 in only."
"201356CE16","Kinder's Teriyaki Marinade Sauce, 27.5 oz.","0.17382","","sold","yes","27.5 oz bottle $4.78; site $0.17/oz. Only teriyaki sauce/marinade carried at this club. NOTE basis: Sam's labels the size 27.5 oz (weight), not fl oz."
"C122A5876B","Nissin Top Ramen, Chicken, 24 pk.","0.290833","","sold","yes","24 pk $6.98; site $0.29/ea. Beef flavor same price. Cup Noodles 24 ct $8.98 = $0.374/ea"
"653CE52AA6","Member's Mark Farm Raised Jumbo Raw EZ Peel Shrimp, Frozen, 21-30 ct. per pound, 3 lbs.","5.823333","","sold","yes","3 lb bag $17.47; site $5.82/lb. MM Large Raw 31-40 ct 3 lb $20.97 = $6.99/lb; MM Jumbo Raw 2 lb $16.97 = $8.48/lb"
"FF5F1EA8E5","Ore-Ida Crispy Tater Tots, Frozen, 8 lbs.","0.0732","","sold","yes","8 lb (128 oz) bag $9.37; site $1.17/lb. Only tater tot SKU stocked."
"1DC412578E","Nalley Original Chili with Beans, 15 oz., 12 pk.","0.098778","","sold","yes","12 x 15 oz = 180 oz $17.78; site $1.48/ea confirms 12 cans. Hormel Chili with Beans 6 pk $10.58 = $0.1176/oz; Wolf No Bean 106 oz $14.28 = $0.1347/oz. Excluded Chef-mate Hot Dog Chili Sauce 108 oz $9.98 (chili sauce, not chili)."
"833EF9A3A4","Great Value Italian Style Meatballs, Family Size, 80 oz (Frozen)","0.234","","sold","yes","80 oz bag $18.72; PDP 23.4c/oz; next: GV Homestyle 48 oz $11.47 = 0.239"
"AE1B50B20D","Fresh Basil, 1.5 oz Clamshell","2.42","","sold","yes","1.5 oz clamshell $3.63; PDP $2.42/oz; only other fresh is 0.5 oz $1.78 = 3.56. Dried/paste excluded"
"57D02430AE","Fresh Whole Turnip Root 1 lb Bag, Fresh Produce","2.42","","sold","yes","1 lb bag $2.42; PDP 15.1c/oz = $2.42/lb; only fresh turnip root Walmart carries"
"54AAA4EFB7","Mister Plumber 32oz Drain Opener","0.0428","","sold","yes","32 fl oz $1.37; PDP 4.3c/fl oz; seller Walmart.com IN_STOCK; next GV Drain Clog Remover 80 fl oz $5.77 = 0.072"
"4CF9F07047","Great Value Ground Allspice, 2 oz","1.06","","sold","yes","2 oz jar $2.12; PDP $1.06/oz"
"E91D210D87","Fresh Thyme, 0.5 oz Clamshell","3.56","","sold","yes","0.5 oz clamshell $1.78; PDP $3.56/oz; only fresh thyme stocked (rest are dried)"
"CA70E06E57","Alberto VO5 Strawberries & Cream Nourishing Hair Conditioner, 16.9 fl oz","0.0746","","sold","yes","16.9 fl oz $1.26; PDP 7.5c/fl oz; size read off PDP (not in name); next Suave 0.086, Equate 28 fl oz $2.74 = 0.098"
"4D21B3CE49","Equate Liquid Hand Soap, Clear, 50 fl oz","0.0594","","sold","yes","50 fl oz $2.97; PDP 5.9c/fl oz; seven Equate 50 oz variants all $2.97"
"627ACFBC22","Great Value Glass Cleaner, 32 fl oz","0.0544","","sold","yes","32 fl oz $1.74; PDP 5.4c/fl oz; next GV refill 67.6 fl oz $4.47 = 0.066"
"39727F77A3","Trappey's Red Devil Cayenne Pepper Hot Sauce, 32 fl oz","0.0806","","sold","yes","32 fl oz $2.58; PDP 8.1c/fl oz item 10309588; the 12 oz sibling is $1.58 = 0.132; GV Louisiana 12 fl oz $1.56 = 0.13"
"7ECA2BB2D4","Imperial Dragon Coconut Milk, 13.5 fl oz","0.157","","sold","yes","13.5 fl oz can $2.12; PDP 15.7c/fl oz; cheaper only as bundles: Savia 2-pk 13.5 oz $3.96 = 0.147, GV 4-pk $9.28 = 0.172"
"7D29CC2E83","27 Peaks Gourmet All Natural Coriander Powder, 16 oz Bottle","0.733","","sold","yes","16 oz $11.73; PDP 73.3c/oz; seller Walmart.com; shelf-size alt Great Value Organic Ground Coriander 1.5 oz $4.36 = 2.91"
"86ACAC8BF5","Josephs Low Net Carb Flax Pita Bread, 1 Pack, 6 Count","0.545","","sold","yes","6 count 8 oz $3.27 = $0.545 each; next Joseph's White Greek Pocketless 4 ct $3.48 = 0.87 ea"
"1ACD58DFCD","Pompeian Red Wine Vinegar - 16 fl oz","0.178","","sold","yes","16 fl oz $2.84; PDP 17.8c/fl oz; GV 12.7 fl oz $2.32 = 0.183; cheaper only as a 2-pk Star 25 fl oz $5.96 = 0.119"
"376624730E","Freshness Guaranteed Mini Croissants, 10 oz, 12 Count","0.332","","sold","yes","12 ct 10 oz $3.98 = $0.332 each; cheapest WHOLE croissant is Marketside All Butter 9.5 oz 6 ct $4.98 = 0.83 ea"
"B6404F0A5A","Great Value Original Cooking Spray, 8 oz","0.315","","sold","yes","8 oz can $2.52; PDP 31.5c/oz; GV canola and butter same price"
"940745591B","Great Value Frozen Whipped Topping, White, 16 oz","0.135","","sold","yes","16 oz tub $2.16; PDP 13.5c/oz; GV 8 oz $1.22 = 0.153; Cool Whip 16 oz $3.94 = 0.246"
"93AE3622E8","Great Value Mixed Vegetables, 15 oz","0.064","","sold","yes","15 oz can $0.96; PDP 6.4c/oz; Del Monte 14.5 oz $1.67 = 0.115"
"171AFD7659","Mizkan Rice Vinegar for Cooking, 12 fl oz","0.2433","","sold","yes","12 fl oz $2.92; PDP 24.3c/fl oz; no store-brand rice vinegar; cheaper only as 6-pk $16.64 = 0.231"
"3CBD682A0E","Weber Roasted Garlic & Herb Seasoning, 5.5 oz","0.3636","","sold","yes","5.5 oz $2.00; PDP 36.4c/oz; next Grill Mates 5.64 oz $3.84 = 0.681; GV Salt-Free Garlic & Herb 2.5 oz $1.96 = 0.784"
"22B75EBDB4","Great Value Instant Mashed Potatoes 13.75 oz Box","0.1367","","sold","yes","13.75 oz $1.88; PDP 13.6c/oz; GV 26.7 oz $3.67 = 0.137"
"1056FB538F","Great Value Frosted Cherry Toaster Pastries, 20.3 oz, 12 Count","0.1692","","sold","yes","12 ct $2.03 = $0.169 each; GV 6 ct 10.1 oz $1.16 = 0.193 ea; Pop-Tarts 16 ct $4.97 = 0.311 ea"
"1A4E8F4398","McCormick Gourmet Kosher Chinese Five Spice Blend, 1.75 oz","4.794","","sold","yes","1.75 oz $8.39; PDP $4.79/oz; seller Walmart.com. Cheaper Frontier Co-op 1.92 oz $4.38 is a 3rd-party marketplace seller (K Boone Enterprise), excluded"
"A2374053D9","Fresh Green Beans, Bag","1.62","","sold","yes","bag $2.67; PDP reads $1.62/lb; Marketside Fresh Green Beans 32 oz $6.18 = $3.09/lb"
"C7F8443776","Welch's 100% Grape Juice, Concord Grape, 96 fl oz Bottle","0.0726","","sold","yes","96 fl oz $6.97; PDP 7.3c/fl oz; 64 fl oz $4.98 = 0.078. Hawaiian Punch 1 gal $3.22 = 0.025 is a juice DRINK, not grape juice - excluded"
"8836E0F124","Butterball Lower Sodium Smoke-Cured Turkey Bacon, 12 oz","0.3267","","sold","yes","12 oz $3.92; PDP $5.23/lb; only 2 turkey bacon SKUs stocked, other is Oscar Mayer 12 oz $4.48 = 0.373"
"256F852E7B","Great Value Heavy Whipping Cream, 64 fl oz","0.1475","","sold","yes","64 fl oz $9.44; PDP 14.8c/fl oz; GV 32 oz $4.74 = 0.148; GV 16 oz $2.96 = 0.185"
"6C3E29EBE5","Great Value Jellied Cranberry Sauce, 14 oz","0.1186","","sold","yes","14 oz can $1.66; PDP 11.9c/oz; Ocean Spray 14 oz $2.47 = 0.176"
