# BLIND verification worklist for the 2026-09-17 board. Fill in verdict/found_product/found_price.
# verdict must be one of: ok | wrong-product | wrong-price | wrong-size | missing | unverifiable
#   ok            the board names the cheapest qualifying product at this store and its price is right
#   wrong-product the product on the board is not this commodity at all (the cat-food-as-salmon class)
#   wrong-price   right product, wrong number
#   wrong-size    right product, but the size/pack basis makes the per-unit wrong
#   missing       the store does not sell this commodity at all
#   unverifiable  bot wall, sign-in wall, or the store site would not answer. NOT a defect and NOT a pass;
#                 these are dropped from the denominator and reported separately.
# DO NOT open out\verification-sample-2026-09-17.json until every verdict is filled in.
ticket,seq,commodity,unit,store,verdict,found_product,found_price,note
"606885B103",11,"Disinfecting Wipes","each","Sam's Club",wrong-price,"Member's Mark Disinfecting Wipes, Variety Pack, 4 pk., 312 ct.","0.0352","312 ct | $10.98 / 312; club 13130 L St, pickup IN_STOCK; Clorox 5 pk 425 ct $18.78 = 0.0442"
"C198C5145F",12,"Chinese Five Spice","oz","Walmart",missing,"","","No Chinese five spice powder with pickup/in-store at Omaha L St Supercenter 5361 (searched 'chinese five spice' and 'five spice powder' with in-store filter). Only ship-only listings (McCormick Gourmet 1.75 oz $8.51 ship; Marketplace sellers). In-store hits were bettergoods Five Spice Lettuce Wrap seasoning mix and a stir-fry sauce - not the commodity"
"72C1BF6331",13,"Sesame Seeds","oz","Walmart",ok,"Sushi Chef Sesame Seeds, 3.75 oz","0.7893","3.75 oz | $2.96 shelf; page unit 77.9c/oz; pickup IN_STOCK Omaha L St Supercenter 5361. Great Value Sesame Seeds 2.2 oz $2.18 (0.991/oz) dearer"
"9648FF4AB4",14,"Cayenne Pepper (ground)","oz","Fareway",ok,"Badia Spices Cayenne Pepper","0.96","1.75 oz | $1.68 sale (reg $2.49), page shows $0.96/oz; Pickup - Omaha; McCormick ground cayenne 1 oz $3.99"
"3639E560B0",15,"Poppy Seeds","oz","Family Fare",ok,"Poppy Seeds Sugar 'N Spice","0.916","2.5 oz | shelf $2.29 / 2.5 oz (product page, SKU 00725677813516, Aisle 300); store Family Fare - 50th & Grover St, Omaha NE 68106, pickup; next cheapest Spice Islands $5.99/2.6 oz = 2.30/oz"
"365E97C12E",16,"Chickpeas / Garbanzo Beans (canned)","oz","Aldi",ok,"Aldi Chickpeas (garbanzo beans)","0.0548","15.5 oz | $0.85 shelf, 15.5 oz can on product page (page unit $0.05/oz); ALDI OLA 42 Omaha, In-Store; organic 15.5 oz is $0.91"
"321A21A0A1",17,"Red Lentils","oz","Baker's",ok,"Kroger Red Lentils","0.156","16 oz | $2.49 shelf (no sale) for 16 oz = $0.1556/oz; product page UPC 0001111089816, aisle 9; Baker's Pickup at Saddlecreek, Omaha; next red: Simple Truth Organic $3.79/16 oz; cheaper La Preferida $1.79 sale is plain (brown) lentils, not red"
"F7CA4EC004",18,"Red Wine Vinegar","floz","Baker's",ok,"Pompeian Gourmet Red Wine Vinegar","0.187","16 fl oz | $2.99 shelf (no sale) for 16 fl oz = $0.1869/floz; product page UPC 0007040400100, aisle 11; Baker's Pickup at Saddlecreek, Omaha; next: Kroger 12.7 fl oz $2.59 sale (reg $2.79) = $0.204 sale / $0.220 reg"
"1500C77577",19,"Sugar Snap Peas","oz","Fareway",ok,"Pero Family Farms Sugar Snap Peas","0.435","8 oz | $3.48 each (reg $3.99), also Buy 2 for $4.96 multi-buy (= $2.48 ea, 0.31/oz); page shows $0.44/oz; URL slug says 15 oz but page reads 8 oz; Pickup - Omaha; only snap pea item found"
"1108F70446",20,"Floor Cleaner","floz","Walmart",wrong-price,"Great Value Multi-Purpose Cleaner & Floor Cleaner 2x Concentrated, Watermelon, 56 fl oz","0.06","56 fl oz | $3.36 shelf; page unit 6.0c/fl oz; pickup IN_STOCK Omaha L St Supercenter 5361; 2x concentrate. Next cheapest Fabuloso 2X at 7.0c/fl oz"
"7EB82C634C",21,"Honey Mustard","oz","Sam's Club",missing,"","","Not available for pickup at Omaha club 13130 L St: Member's Mark Foodservice Honey Mustard 128 oz $14.98 and Ken's Steak House Honey Mustard 32 oz $4.98 both shipping-only (pickup NOT_AVAILABLE); no in-club honey mustard found"
"273DD2B2B8",22,"Hand Soap (liquid)","floz","Fareway",wrong-price,"Softsoap Antibacterial Liquid Hand Soap Refill, White Tea & Berry","0.1194","50 fl oz | $5.97 sale (reg $6.99), page shows $0.12/fl oz; Pickup - Omaha; refill jug; cheapest pump bottle is Bright Essentials 10.8 fl oz $2.54 = 0.2352/fl oz; Dial refill 52 fl oz $6.97 = 0.134"
"F857AAFA28",23,"Ranch Seasoning Mix (packet)","oz","Walmart",ok,"Great Value Classic Ranch Salad Dressing & Recipe Mix, 1 oz Packets, 4 Count","0.5425","4 x 1 oz | $2.17 shelf for 4 x 1 oz packets; pickup IN_STOCK 5361. Single 1 oz packet $0.68 (0.68/oz). Non-packet GV 8 oz canister $3.98 = 0.4975/oz is cheaper but is not a packet"
"A8BDC9111D",24,"Cantaloupe","each","Walmart",ok,"Fresh Cantaloupe, Each","2.50","1 each | $2.50 each; pickup IN_STOCK Omaha L St Supercenter 5361"
"5D21069C9F",25,"Cotton Swabs","each","Walmart",ok,"Equate 100% Pure Cotton Swabs, 300 Count","0.003267","300 count | $0.98 shelf / 300 swabs; page unit 0.3c/ea; pickup IN_STOCK 5361. 500ct $2.18 and 750ct $3.18 dearer per swab"
"B3247E92CE",26,"Kielbasa / Smoked Sausage","lb","Sam's Club",wrong-price,"Hillshire Farm Beef Smoked Sausage Bundle Pack 48 oz.","3.7600","48 oz | $11.28 / 3 lb; club 13130 L St, pickup IN_STOCK; Lit'l Smokies 3 lb $9.97 (3.32/lb) excluded as cocktail links; Hillshire turkey polska kielbasa 42 oz $7.57 = 2.88/lb is turkey (see C08FB10291)"
"D3786BF0EB",27,"Prepared Horseradish","oz","Walmart",ok,"Inglehoffer Creamy Style Prepared Horseradish, 9.5 oz","0.3032","9.5 oz | $2.88 shelf; page unit 30.3c/oz; pickup IN_STOCK 5361. Cheaper horseradish SAUCES and horseradish mustards (GV sauce 12 oz $1.92) excluded as not prepared horseradish"
"09F02D24D9",28,"Chicken Thighs / Drumsticks","lb","Fareway",wrong-price,"Chicken Drumsticks (fresh; sold by weight)","1.99","per lb (about 0.38 lb each; est. $0.75 each) | $1.99/lb, final cost by weight; Pickup - Omaha. JUDGEMENT FLAG: Chicken Hindquarters (thigh+drumstick attached) $0.99/lb sale (reg $1.58 est. each, ~1.06 lb each) is cheaper if a leg quarter counts; Boneless Chicken Thighs $3.99/lb; Tyson frozen drumsticks 2.5 lb $5.99 = 2.40/lb; no bone-in thigh item listed"
"932B38E057",29,"Paprika","oz","Walmart",ok,"Great Value Paprika, 2.5 oz","0.432","2.5 oz | $1.08 shelf; page unit 43.2c/oz; pickup IN_STOCK Omaha L St Supercenter 5361"
"C08FB10291",30,"Smoked Turkey Sausage","lb","Sam's Club",ok,"Hillshire Farm Turkey Polska Kielbasa Smoked Sausage, 14 oz., 3 pk.","2.8838","42 oz (3x14 oz) | $7.57 / 42 oz; club 13130 L St, pickup IN_STOCK"
"A49493444F",31,"Caesar Salad Kit","oz","Sam's Club",ok,"Taylor Farms Ultimate Caesar Salad Kit, 16.9 oz.","0.2036","16.9 oz | $3.44 / 16.9 oz; club 13130 L St, pickup IN_STOCK; Earthbound Organic Caesar kit 16.9 oz $5.25 dearer"
"1191DF0109",32,"Apricots","lb","Walmart",missing,"","","No fresh apricots with pickup/in-store at 5361 (searched 'apricots' and 'fresh apricots', in-store filter); likely out of season. Only apricot preserves and Del Monte Lite Apricot Halves 15 oz can $3.17 found - not fresh per-lb apricots"
"4FDF8E9FD6",33,"Baby Food (jars/pouches)","oz","Walmart",wrong-price,"Parent's Choice Stage 1 Baby Food Banana Puree, 4 oz Cups, 2 Pack","0.1838","2 x 4 oz | $1.47 shelf for 2 x 4 oz = 8 oz; page unit 18.4c/oz; pickup IN_STOCK 5361. Same price for other Parent's Choice Stage 1 flavours. Cheapest Gerber was 23.4c/oz"
"4861B1E5C6",34,"Dishwasher Detergent (pacs)","each","Walmart",ok,"Great Value Original Dishwasher Pacs, Fresh Scent, 115 Count","0.1212","115 count | $13.94 shelf / 115 pacs; pickup IN_STOCK 5361. GV 78 ct $9.98 = 0.1279 next"
"19280F64D4",35,"Baked Beans","oz","Walmart",wrong-size,"Great Value Country Style Baked Beans, 15 oz Can","0.0747","15 oz | $1.12 shelf; page unit 7.5c/oz; pickup IN_STOCK 5361. GV Sweet and Spicy 15 oz same price"
"2F9DB5AEF0",36,"Hot Dogs","oz","Fareway",ok,"Bar-S Classic Franks Hot Dogs","0.12","12 oz | $1.44 (no sale shown), page shows $0.12/oz; Pickup - Omaha; next Oscar Mayer wieners 10 ct $3.49, Ball Park bun size 15 oz $3.99"
"C34080E010",37,"Broccoli (fresh)","lb","Aldi",ok,"Broccoli Florets (fresh; Mann's per URL)","3.0533","12 oz | $2.29 shelf, 12 oz bag on product page (page unit $0.19/oz); ALDI OLA 42 Omaha, In-Store; only other fresh broccoli is Organic Broccoli $3.29 per 1 ct with no weight on page so per-lb not computable; no conventional crowns listed"
"D7AE8E0DAC",38,"Canned Fruit Cocktail","oz","Walmart",ok,"Great Value Fruit Cocktail in Heavy Syrup, 30 oz","0.0927","30 oz | $2.78 shelf; page unit 9.3c/oz; pickup IN_STOCK 5361. GV 15.25 oz $1.78 (11.6c/oz)"
"3E7946C252",39,"Blueberries","oz","Walmart",ok,"Fresh Blueberries, 18 oz. Container","0.4344","18 oz | $7.82 shelf; page unit 43.4c/oz; pickup IN_STOCK 5361. Fresh 1 pint (11 oz) $4.87 = 44.3c/oz. If frozen counts: Great Value Blueberries 48 oz frozen $7.82 = 16.3c/oz"
"D1A2BCED33",40,"Fresh Rhubarb","lb","Baker's",ok,"Rhubarb (loose)","3.99","sold by lb (about $2.00 each) | $3.99/lb shelf, no sale; product page UPC/PLU 0000000004745 shows OUT OF STOCK for pickup at Baker's Saddlecreek, Omaha today; price read off page but item currently unavailable"
"B2FF0F2129",41,"Razors (disposable)","each","Walmart",wrong-price,"Equate 2-Blade Disposable Razors, Blue, 12 Count","0.1767","12 count | $2.12 shelf / 12 razors; page unit 17.7c/count; pickup IN_STOCK 5361"
"32EFE19EE3",42,"Leeks","each","Family Fare",wrong-price,"Regular Leeks","4.99","1 ea | shelf $4.99 / 1 ea (product page, UPC 00000000046299); only leek result; page does not say whether 'ea' is one leek or a bunch (PLU 4629) - per-leek basis uncertain; store Family Fare - 50th & Grover St, Omaha NE, pickup"
"09C8DA26F5",43,"Fresh Bean Sprouts","oz","Fareway",missing,"","","No fresh bean sprouts found at Fareway Omaha (Pickup). Searches ""bean sprouts"", ""mung bean sprouts"", ""sprouts"" return only La Choy Bean Sprouts 14 oz CANNED $1.99 (0.142/oz) - not fresh, so not counted"
"7E545896E2",44,"Honey","oz","Aldi",ok,"Berryhill Clover Honey","0.2079","24 oz | $4.99 shelf, 24 oz on product page (page unit $0.21/oz); ALDI OLA 42 Omaha, In-Store; 12 oz bear is $2.95"
"59789052B6",45,"Hot Dogs","oz","Aldi",ok,"Parkview Classic Hot Dogs","0.0825","12 oz | $0.99 shelf, 12 oz on product page (page unit $0.08/oz); ALDI OLA 42 Omaha, In-Store"
"D5A9A2196C",46,"Mushrooms (white / baby bella)","oz","Aldi",ok,"Baby Bella Mushrooms","0.1613","8 oz | $1.29 shelf, 8 oz on product page (page unit $0.16/oz); ALDI OLA 42 Omaha, In-Store; white whole 8 oz $1.49, sliced white 8 oz $1.59"
"026D69C06A",47,"Canned Potatoes","oz","Hy-Vee",ok,"That's Smart Whole White Potatoes (canned)","0.064","15 oz | shelf $0.96 / 15 oz can; Omaha #02, NE; Hy-Vee sliced/whole 15 oz $1.59"
"65D5813073",48,"Tandoori Seasoning","oz","Hy-Vee",ok,"Patak's BBQ Tandoori Chicken Seasoning Rub","2.8295","0.88 oz envelope | shelf $2.49 / 0.88 oz; Omaha #02, NE; only tandoori dry seasoning found (searched 'tandoori' and 'tandoori masala'); it is a 'BBQ tandoori' rub blend, no plain tandoori masala jar listed"
"26D15AC771",49,"Creme Fraiche","oz","Baker's",ok,"Vermont Creamery Creme Fraiche Cultured Cream","0.874","8 oz | $6.99 shelf (no sale) for 8 oz = $0.874/oz; product page UPC 0001182620001; Baker's Pickup at Saddlecreek, Omaha; only other: Bellwether Farms Creme Fraiche $6.49/5 oz = $1.30/oz"
"5EE49EC63C",50,"Dish Sponges","each","Sam's Club",wrong-price,"Scotch-Brite Heavy Duty Scrub Sponges, Individually Wrapped 24 ct.","0.6433","24 ct | $15.44 / 24; club 13130 L St, pickup IN_STOCK; Zero Scratch 24 ct same price but pickup NOT_AVAILABLE; Scrub Daddy 12 ct $8.98 = 0.75"
"35057B57A5",51,"Gelatin (Jell-O)","each","Walmart",wrong-price,"Great Value Strawberry Gelatin Dessert, 3 oz","0.98","1 box (3 oz) | $0.98 per 3 oz box; pickup IN_STOCK 5361; all GV 3 oz flavours $0.98. Jell-O brand 3 oz box $1.48. GV unflavored gelatin 4 ct $2.23 not counted (not Jell-O style dessert)"
"0AA625CA88",52,"Shawarma Spice Blend","oz","Walmart",ok,"bettergoods Shawarma Seasoning, 3.5 oz","1.1314","3.5 oz | $3.96 shelf; page unit $1.13/oz; pickup IN_STOCK 5361; only shawarma blend in store"
"B9E148A7D2",53,"Diced Tomatoes with Green Chilies (Ro-Tel style)","oz","Hy-Vee",ok,"Hy-Vee Diced Tomatoes with Green Chilies","0.0683","14.5 oz | shelf $0.99 sale (regular $1.19 = 0.0821/oz) / 14.5 oz can; Omaha #02, NE; Hy-Vee 10 oz $1.19 = 0.119/oz; ROTEL 10 oz $1.48, 28 oz $3.69 = 0.132/oz"
"FE9B05717A",54,"Diced Tomatoes with Green Chilies (Ro-Tel style)","oz","Sam's Club",ok,"Ro-Tel Diced Tomatoes & Green Chilies 10 oz., 8 ct.","0.0998","80 oz (8x10 oz) | $7.98 / 80 oz; club 13130 L St, pickup IN_STOCK"
"E4EC03AF75",55,"Green chilli","lb","Aldi",wrong-product,"Freshire Farms Jalapeno Peppers","1.98","8 oz | $0.99 shelf, 8 oz bag on product page (page unit $0.12/oz); ALDI OLA 42 Omaha, In-Store; jalapeno is the only fresh green chili listed (no serrano/Thai/Indian green chili found); canned Pueblo Lindo Chopped Green Chiles 4 oz $0.85 exists but is canned"
"BD5AD9D8DA",56,"Frozen Brussels Sprouts","oz","Walmart",wrong-price,"Great Value Brussels Sprouts, 12 oz Bag (Frozen)","0.1267","12 oz | $1.52 shelf; page unit 12.7c/oz; pickup IN_STOCK 5361"
"5524A1F02D",57,"Coconut Aminos","floz","Baker's",wrong-price,"Simple Truth Organic Coconut Aminos","0.599","10 fl oz | $5.99 shelf (no sale) for 10 fl oz = $0.599/floz; product page UPC 0001111084995, aisle 9; Baker's Pickup at Saddlecreek, Omaha; next: Bragg Organic Coconut Aminos $7.99/10 fl oz; Bragg Liquid Aminos ($0.34/floz) is soy-based, not coconut aminos, excluded"
"2AD0DA0FD1",58,"Dried Cranberries","oz","Fareway",ok,"Ocean Spray Dried Cranberries","0.2913","24 oz | $6.99 sale (reg $7.49), page shows $0.29/oz; Pickup - Omaha; 12 oz $4.49 = 0.374, Craisins 6 oz $2.88 = 0.48"
"51E6677F49",59,"Large Eggs (dozen)","dozen","Hy-Vee",wrong-price,"That's Smart! Large Eggs","1.67","1 dz | shelf $1.67 / 1 dozen Grade A large; Omaha #02, NE; others: Country Daybreak Farm Fresh 60 ct $8.99 = 1.80/dz (size not stated in title), Hy-Vee 18 ct $2.79 = 1.86/dz, Country Daybreak Large 30 ct $4.69 = 1.88/dz, Hy-Vee 12 ct $1.89"
"629394893B",60,"Frozen French Fries","oz","Sam's Club",ok,"Ore-Ida Crispy Crinkles French Fries, Frozen 8 lbs.","0.0670","8 lb (128 oz) | $8.58 / 128 oz; club 13130 L St, pickup IN_STOCK; Member's Mark waffle fries 4 lb $6.98 = 0.109/oz"
"925A4CBA17",61,"White Onion","lb","Aldi",ok,"White Onions (2 lb bag)","1.095","2 lb | $2.19 shelf, 2 lb bag on product page (page unit $0.07/oz); ALDI OLA 42 Omaha, In-Store; only white onion size listed"
"CCF78E223A",62,"Vanilla Extract","floz","Sam's Club",ok,"Rising Star Baking Supply Pure Vanilla Extract, 8 fl. oz.","1.1225","8 fl oz | $8.98 / 8 fl oz; club 13130 L St, pickup IN_STOCK (rendered page: Pickup as soon as today); McCormick Pure 8 fl oz $10.48 shipping-only; imitation (McCormick 32 fl oz $6.22) and Molina Mexican vanilla blend excluded as not pure extract"
"62AD3D1521",63,"Balsamic Vinegar","floz","Baker's",ok,"Pompeian Balsamic Vinegar","0.249","16 fl oz | SALE $3.99 (regular $4.49) for 16 fl oz: $0.249/floz at sale, $0.281/floz regular; used sale (what shopper pays at shelf); product page UPC 0007040400103, aisle 11, Low Stock; Baker's Pickup at Saddlecreek, Omaha; next: Kroger 12.7 fl oz $3.99 = $0.314"
"0DDDBB81DC",64,"Dried Ancho Chiles","oz","Family Fare",wrong-price,"Fresh Ancho Chile (8 oz bag)","0.624","8 oz | shelf $4.99 / 8 oz (product page, UPC 00877699001058, Peppers category, no image). CAUTION: listed name says 'Fresh Ancho Chile' but it is a packaged UPC item sold by the oz in 3 oz/8 oz sizes, the same sizes as the store's Guajillo Chili bags (3 oz $2.49, 8 oz $4.99, 1 lb $7.99), and it is returned by a 'dried chile' search - almost certainly the dried ancho bag, but the page never says 'dried'. Other size: 3 oz $2.79 (UPC 00181119000867) = 0.93/oz. Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"51C66F7F55",65,"Nutritional Yeast","oz","Walmart",ok,"Great Value Nutritional Yeast Flakes, 5 oz","1.034","5 oz | $5.17 shelf; page unit $1.03/oz; pickup IN_STOCK 5361; only nutritional yeast in store"
"AFD617B577",66,"Sweet Relish","oz","Family Fare",wrong-price,"Pampa Pickles, Sweet Relish 12 Oz","0.104","12 oz | shelf '4 for $5.00' / 12 oz (product page, UPC 00876941000061, Aisle 10, listed under Trial Sizes Store) = $1.25 each; per-oz assumes the multi-buy price applies per unit (not stated whether a single jar rings at $1.25). Next cheapest: Our Family Sweet Relish $1.99 / 10 fl oz = 0.199/oz; Vlasic Sweet Relish sale $2.69 / 10 oz. Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"F5E8DCBF18",67,"Zucchini / Yellow Squash","lb","Hy-Vee",ok,"Zucchini Squash (fresh loose)","1.99","per lb (sold by weight) | page shows $1.99/lb ($1.39 ea. at 0.70 lb est.); Omaha #02, NE; Yellow Squash also $1.99/lb ($1.19 ea. at 0.6 lb est.)"
"457BF24C51",68,"Artichokes (fresh, whole)","each","Baker's",ok,"Artichoke (fresh)","3.49","1 ct | $3.49 each shelf (no sale), 1 ct; product page PLU 0000000004762, available for pickup at Baker's Saddlecreek, Omaha; only fresh whole artichoke listed"
"69DB7CBEC6",69,"Green Olives (stuffed)","oz","Fareway",ok,"Fareway Olives, Manzanilla, Stuffed with Minced Pimiento","0.309","21 oz | $6.49 sale (reg $7.99), page shows $0.31/oz; Pickup - Omaha; Fareway stuffed manzanilla 15 oz $4.99 = 0.333; 5.75 oz $2.25 = 0.391"
"F854DB6577",70,"Apple Cider Vinegar","floz","Walmart",ok,"White House All Natural Filtered Apple Cider Vinegar, 64 fl oz","0.0581","64 fl oz | $3.72 shelf; page unit 5.8c/fl oz; pickup IN_STOCK 5361. GV 32 fl oz $2.42 = 7.6c. Spring Valley ACV capsules excluded (supplement)"
"0D969E67AE",71,"Instant Coffee","oz","Baker's",ok,"Smart Way Instant Coffee","0.713","7 oz | $4.99 shelf (Everyday Low Price) for 7 oz = $0.713/oz; product page UPC 0001111011789, aisle 6; Baker's Pickup at Saddlecreek, Omaha; next: Kroger Original Roast 8 oz $6.99 = $0.874/oz"
"3935B69A6A",72,"Cherry / Grape Tomatoes","oz","Sam's Club",ok,"Grape Tomatoes, 2 lbs.","0.1772","2 lb (32 oz) | $5.67 / 32 oz; club 13130 L St, pickup IN_STOCK; Cocktail Tomatoes on the Vine 2 lb $5.47 excluded (cocktail size, not cherry/grape); Flavor Bombs cherry on vine 1.5 lb $6.97"
"0DEB955218",73,"Sparkling Water","floz","Aldi",ok,"Puraqua Black Cherry Sparkling Flavored Water","0.0234","33.8 fl oz | $0.79 shelf, 33.8 fl oz bottle on product page (page unit $0.02/fl oz); ALDI OLA 42 Omaha, In-Store; every 33.8 fl oz Puraqua at $0.79 is FLAVORED (ingredients not shown on page, may be sweetened); cheapest unflavored seen is PurAqua Original Belle Vie 12 x 12 fl oz $3.99 = $0.0277/fl oz (search listing, product page not opened)"
"FDB0AF3391",74,"Green Beans (fresh)","lb","Fareway",wrong-size,"Pero Family Farms Fresh Snipped Green Beans","5.32","12 oz bag | $3.99 (no sale), page shows $0.33/oz = $5.32/lb; Pickup - Omaha; only fresh green bean item found (no loose by-the-lb listing); Fareway Steamables 12 oz $1.44 appears to be frozen, not counted"
"635250FF9D",75,"Artichoke Hearts (canned/jarred)","oz","Walmart",ok,"Great Value Quartered Artichoke Hearts, 13.75 oz","0.1651","13.75 oz | $2.27 shelf; page unit 16.5c/oz (net wt incl. liquid); pickup IN_STOCK 5361"
"21244C5ABC",76,"Cantaloupe","each","Family Fare",wrong-price,"Cantaloupe/Rockmelon Melon, Small","4.99","1 ct | shelf $4.99 / 1 ct (product page, UPC 00000000040501); only whole cantaloupe listed, and it is the SMALL size; other result was Fresh & Finest Cantaloupe Cubes $5.00 / 18 oz (cut, not whole). Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"ACB1262100",77,"Grapes","lb","Walmart",ok,"Red Seedless Grapes, From California, Bag (2.25 lbs/Bag Est.)","1.66","~2.25 lb bag (sold by weight) | $1.66/lb shelf, est. $3.74 per 2.25 lb bag; pickup IN_STOCK 5361. Green seedless $1.77/lb"
"83276F1BE3",78,"Yeast (baking)","oz","Sam's Club",ok,"Fleischmann's Instant Dry Yeast, 16 oz., 2 pk.","0.2150","32 oz (2x16 oz) | $6.88 / 32 oz; club 13130 L St, pickup IN_STOCK; Member's Mark instant yeast 2x1 lb $6.98 shipping-only"
"C411FA437F",79,"Sweetened Condensed Milk","oz","Sam's Club",wrong-price,"Nestle La Lechera Sweetened Condensed Milk, 14 oz., 6 pk.","0.1605","84 oz (6x14 oz) | $13.48 / 84 oz; club 13130 L St, pickup IN_STOCK; Magnolia 6x14 oz $11.98 (0.1426) and Eagle Brand 4x14 oz $9.48 are shipping-only (pickup NOT_AVAILABLE)"
"4C81B169EA",80,"Frozen Hash Browns","oz","Walmart",ok,"Great Value Southern Hash Browns, 32 oz Bag (Frozen)","0.1069","32 oz | $3.42 shelf; page unit 10.7c/oz; pickup IN_STOCK 5361. GV Shredded 4 lb $6.87 = 0.1073/oz nearly identical"
"812F50C382",81,"Bell Peppers","each","Fareway",wrong-price,"Green Bell Pepper","1.17","1 each | $1.17 each (no sale); Pickup - Omaha; red/orange/yellow bell pepper $1.50 each; 3-pepper pack $4.88"
"9F30C281BB",82,"Salsa","oz","Hy-Vee",ok,"That's Smart! Medium Salsa","0.1213","15.5 oz jar | shelf $1.88 sale (regular $2.45 = 0.1581/oz) / 15.5 oz; Omaha #02, NE; That's Smart Mild 15.5 oz same $1.88; next Hy-Vee Thick & Chunky 45 oz $6.69 = 0.1487/oz; scanned 180 of 186 search results"
"9E81855F50",83,"Ramen Noodles","each","Aldi",ok,"Maruchan Ramen Noodle Soup Chicken Flavor (12-pack)","0.3208","12 x 3 oz | $3.85 shelf for size 12 x 3 oz on product page (title line reads 3 oz, size line 12 x 3 oz; $3.85/12 packets); ALDI OLA 42 Omaha, In-Store; no Aldi-brand plain ramen found; singles Nissin 3.32 oz $1.45, Chef's Cupboard Protein Ramen 2.5 oz $1.49"
